time,gFx,gFy,gFz,TgF
1.3510,0.0617,-0.0468,0.9935,0.996
1.3560,0.0617,-0.0454,0.9925,0.995
1.3570,0.0627,-0.0454,0.9949,0.998
1.3590,0.0622,-0.0449,0.9940,0.997
1.3670,0.0612,-0.0449,0.9925,0.995
1.3680,0.0617,-0.0464,0.9930,0.996
1.3680,0.0627,-0.0449,0.9944,0.997
1.3680,0.0597,-0.0449,0.9935,0.996
1.3730,0.0592,-0.0449,0.9935,0.996
1.3730,0.0588,-0.0454,0.9901,0.993
1.3810,0.0578,-0.0454,0.9881,0.991
1.3820,0.0588,-0.0468,0.9847,0.988
1.3820,0.0588,-0.0454,0.9852,0.988
1.3830,0.0578,-0.0444,0.9866,0.989
1.3850,0.0573,-0.0454,0.9876,0.990
1.3880,0.0544,-0.0468,0.9905,0.993
1.3920,0.0544,-0.0473,0.9896,0.992
1.3940,0.0553,-0.0468,0.9925,0.995
1.3970,0.0553,-0.0473,0.9940,0.997
1.3980,0.0548,-0.0464,0.9935,0.996
1.4030,0.0553,-0.0473,0.9940,0.997
1.4030,0.0539,-0.0468,0.9935,0.996
1.4070,0.0524,-0.0488,0.9949,0.998
1.4080,0.0563,-0.0468,0.9949,0.998
1.4130,0.0597,-0.0464,0.9935,0.996
1.4160,0.0617,-0.0449,0.9886,0.992
1.4160,0.0612,-0.0424,0.9852,0.988
1.4230,0.0588,-0.0444,0.9813,0.984
1.4240,0.0597,-0.0464,0.9817,0.985
1.4240,0.0592,-0.0468,0.9827,0.986
1.4270,0.0592,-0.0468,0.9866,0.990
1.4280,0.0573,-0.0464,0.9915,0.994
1.4330,0.0558,-0.0468,0.9935,0.996
1.4330,0.0544,-0.0468,0.9988,1.001
1.4360,0.0563,-0.0483,1.0028,1.005
1.4390,0.0539,-0.0498,1.0047,1.007
1.4400,0.0534,-0.0498,1.0067,1.009
1.4460,0.0519,-0.0483,1.0076,1.010
1.4460,0.0514,-0.0468,1.0062,1.009
1.4500,0.0519,-0.0478,1.0042,1.007
1.4500,0.0519,-0.0478,1.0028,1.005
1.4540,0.0534,-0.0483,0.9993,1.002
1.4550,0.0524,-0.0473,0.9964,0.999
1.4580,0.0519,-0.0478,0.9930,0.995
1.4660,0.0514,-0.0459,0.9915,0.994
1.4670,0.0519,-0.0459,0.9871,0.990
1.4670,0.0514,-0.0454,0.9876,0.990
1.4700,0.0529,-0.0478,0.9901,0.993
1.4710,0.0544,-0.0478,0.9910,0.994
1.4740,0.0534,-0.0468,0.9901,0.993
1.4810,0.0563,-0.0483,0.9920,0.995
1.4810,0.0563,-0.0478,0.9940,0.997
1.4810,0.0568,-0.0488,0.9949,0.998
1.4840,0.0578,-0.0498,0.9964,0.999
1.4860,0.0588,-0.0517,0.9974,1.000
1.4870,0.0612,-0.0508,0.9974,1.001
1.4900,0.0617,-0.0498,0.9974,1.001
1.4950,0.0607,-0.0503,0.9940,0.997
1.4950,0.0607,-0.0508,0.9944,0.998
1.5010,0.0627,-0.0483,0.9925,0.996
1.5010,0.0617,-0.0483,0.9901,0.993
1.5020,0.0622,-0.0512,0.9891,0.992
1.5070,0.0607,-0.0512,0.9891,0.992
1.5120,0.0597,-0.0527,0.9905,0.994
1.5130,0.0602,-0.0517,0.9925,0.996
1.5150,0.0573,-0.0532,0.9944,0.998
1.5160,0.0583,-0.0542,0.9954,0.999
1.5190,0.0573,-0.0552,0.9964,1.000
1.5200,0.0553,-0.0552,0.9974,1.000
1.5230,0.0548,-0.0547,0.9959,0.999
1.5270,0.0568,-0.0532,0.9974,1.000
1.5290,0.0553,-0.0527,0.9988,1.002
1.5300,0.0573,-0.0522,0.9979,1.001
1.5330,0.0592,-0.0488,0.9964,0.999
1.5370,0.0617,-0.0517,0.9920,0.995
1.5380,0.0592,-0.0552,0.9891,0.992
1.5390,0.0568,-0.0522,0.9886,0.992
1.5430,0.0578,-0.0503,0.9871,0.990
1.5470,0.0597,-0.0478,0.9871,0.990
1.5470,0.0612,-0.0483,0.9896,0.993
1.5520,0.0612,-0.0478,0.9910,0.994
1.5520,0.0612,-0.0488,0.9930,0.996
1.5560,0.0592,-0.0498,0.9944,0.997
1.5590,0.0607,-0.0503,0.9944,0.998
1.5600,0.0592,-0.0483,0.9935,0.996
1.5670,0.0597,-0.0459,0.9959,0.999
1.5670,0.0602,-0.0444,0.9988,1.002
1.5670,0.0612,-0.0424,0.9984,1.001
1.5710,0.0612,-0.0434,0.9944,0.997
1.5730,0.0632,-0.0439,0.9920,0.995
1.5810,0.0622,-0.0420,0.9925,0.995
1.5820,0.0636,-0.0410,0.9905,0.993
1.5830,0.0641,-0.0390,0.9905,0.993
1.5830,0.0632,-0.0385,0.9886,0.991
1.5970,0.0627,-0.0366,0.9866,0.989
1.5980,0.0636,-0.0371,0.9876,0.990
1.5980,0.0636,-0.0366,0.9886,0.991
1.5980,0.0641,-0.0371,0.9905,0.993
1.5990,0.0632,-0.0381,0.9920,0.995
1.5990,0.0627,-0.0385,0.9954,0.998
1.6020,0.0602,-0.0385,0.9969,0.999
1.6030,0.0612,-0.0410,0.9969,1.000
1.6040,0.0641,-0.0410,0.9998,1.003
1.6100,0.0636,-0.0410,1.0018,1.005
1.6110,0.0636,-0.0410,1.0023,1.005
1.6120,0.0636,-0.0410,1.0018,1.005
1.6140,0.0641,-0.0410,1.0013,1.004
1.6180,0.0651,-0.0429,0.9998,1.003
1.6190,0.0636,-0.0420,0.9954,0.998
1.6230,0.0661,-0.0434,0.9935,0.997
1.6260,0.0656,-0.0420,0.9920,0.995
1.6270,0.0651,-0.0424,0.9915,0.995
1.6300,0.0656,-0.0449,0.9901,0.993
1.6330,0.0651,-0.0459,0.9886,0.992
1.6370,0.0641,-0.0478,0.9905,0.994
1.6380,0.0632,-0.0503,0.9905,0.994
1.6400,0.0632,-0.0517,0.9915,0.995
1.6430,0.0627,-0.0527,0.9930,0.996
1.6440,0.0622,-0.0537,0.9954,0.999
1.6470,0.0622,-0.0561,0.9954,0.999
1.6500,0.0622,-0.0566,0.9964,1.000
1.6520,0.0612,-0.0576,0.9964,1.000
1.6550,0.0612,-0.0576,0.9940,0.998
1.6580,0.0602,-0.0586,0.9949,0.998
1.6600,0.0617,-0.0586,0.9930,0.997
1.6650,0.0602,-0.0581,0.9910,0.995
1.6650,0.0607,-0.0561,0.9901,0.993
1.6660,0.0612,-0.0581,0.9866,0.990
1.6710,0.0607,-0.0586,0.9847,0.988
1.6720,0.0592,-0.0581,0.9861,0.990
1.6750,0.0588,-0.0581,0.9866,0.990
1.6860,0.0563,-0.0600,0.9886,0.992
1.6860,0.0548,-0.0586,0.9896,0.993
1.6860,0.0568,-0.0581,0.9920,0.995
1.6870,0.0568,-0.0566,0.9925,0.996
1.6870,0.0568,-0.0576,0.9920,0.995
1.6910,0.0558,-0.0552,0.9940,0.997
1.7080,0.0573,-0.0561,0.9954,0.999
1.7080,0.0573,-0.0552,0.9935,0.997
1.7090,0.0578,-0.0537,0.9915,0.995
1.7090,0.0592,-0.0522,0.9910,0.994
1.7090,0.0597,-0.0512,0.9881,0.991
1.7100,0.0607,-0.0522,0.9861,0.989
1.7130,0.0612,-0.0483,0.9832,0.986
1.7130,0.0602,-0.0468,0.9813,0.984
1.7160,0.0602,-0.0444,0.9817,0.985
1.7170,0.0661,-0.0400,0.9866,0.990
1.7170,0.0715,-0.0376,0.9857,0.989
1.7220,0.0685,-0.0293,0.9813,0.984
1.7220,0.0597,-0.0185,0.9827,0.985
1.7290,0.0553,-0.0146,0.9876,0.989
1.7310,0.0519,-0.0141,0.9920,0.993
1.7330,0.0514,-0.0180,0.9974,0.999
1.7340,0.0534,-0.0258,1.0008,1.003
1.7340,0.0544,-0.0327,1.0032,1.005
1.7380,0.0534,-0.0381,1.0028,1.005
1.7400,0.0524,-0.0444,0.9984,1.001
1.7440,0.0504,-0.0483,0.9925,0.995
1.7450,0.0490,-0.0517,0.9871,0.990
1.7470,0.0461,-0.0532,0.9832,0.986
1.7490,0.0480,-0.0522,0.9822,0.985
1.7510,0.0524,-0.0527,0.9817,0.985
1.7540,0.0558,-0.0532,0.9822,0.985
1.7570,0.0558,-0.0561,0.9827,0.986
1.7610,0.0563,-0.0581,0.9817,0.985
1.7620,0.0573,-0.0600,0.9803,0.984
1.7650,0.0568,-0.0639,0.9837,0.987
1.7670,0.0563,-0.0654,0.9861,0.990
1.7690,0.0563,-0.0679,0.9876,0.992
1.7710,0.0568,-0.0669,0.9910,0.995
1.7820,0.0578,-0.0683,0.9920,0.996
1.7830,0.0573,-0.0679,0.9930,0.997
1.7830,0.0558,-0.0674,0.9925,0.996
1.7830,0.0568,-0.0679,0.9905,0.994
1.7890,0.0617,-0.0674,0.9905,0.995
1.7890,0.0612,-0.0659,0.9876,0.992
1.7890,0.0597,-0.0649,0.9842,0.988
1.7970,0.0588,-0.0639,0.9827,0.987
1.7980,0.0597,-0.0635,0.9847,0.989
1.7980,0.0588,-0.0615,0.9852,0.989
1.7990,0.0578,-0.0620,0.9861,0.990
1.8030,0.0563,-0.0620,0.9876,0.991
1.8040,0.0558,-0.0600,0.9871,0.991
1.8090,0.0563,-0.0576,0.9905,0.994
1.8090,0.0548,-0.0566,0.9949,0.998
1.8150,0.0539,-0.0547,0.9969,1.000
1.8150,0.0563,-0.0542,0.9974,1.000
1.8160,0.0553,-0.0542,0.9988,1.002
1.8200,0.0539,-0.0527,0.9988,1.002
1.8220,0.0534,-0.0483,0.9969,0.999
1.8260,0.0544,-0.0454,0.9935,0.996
1.8270,0.0553,-0.0429,0.9886,0.991
1.8290,0.0568,-0.0405,0.9857,0.988
1.8320,0.0568,-0.0395,0.9813,0.984
1.8330,0.0563,-0.0371,0.9798,0.982
1.8350,0.0558,-0.0371,0.9788,0.981
1.8380,0.0544,-0.0366,0.9793,0.981
1.8410,0.0558,-0.0341,0.9813,0.983
1.8430,0.0568,-0.0356,0.9822,0.985
1.8470,0.0578,-0.0376,0.9852,0.988
1.8490,0.0573,-0.0371,0.9896,0.992
1.8530,0.0578,-0.0385,0.9925,0.995
1.8560,0.0573,-0.0376,0.9940,0.996
1.8570,0.0592,-0.0371,0.9944,0.997
1.8650,0.0583,-0.0371,0.9959,0.998
1.8660,0.0607,-0.0381,0.9959,0.998
1.8660,0.0607,-0.0381,0.9930,0.996
1.8660,0.0617,-0.0381,0.9891,0.992
1.8720,0.0632,-0.0390,0.9857,0.988
1.8730,0.0627,-0.0395,0.9852,0.988
1.8730,0.0632,-0.0405,0.9832,0.986
1.8780,0.0651,-0.0415,0.9847,0.988
1.8790,0.0627,-0.0424,0.9857,0.989
1.8820,0.0607,-0.0439,0.9857,0.988
1.8840,0.0602,-0.0464,0.9886,0.992
1.8880,0.0602,-0.0478,0.9896,0.993
1.8900,0.0612,-0.0498,0.9920,0.995
1.8960,0.0607,-0.0512,0.9920,0.995
1.8960,0.0617,-0.0508,0.9959,0.999
1.8960,0.0612,-0.0532,0.9979,1.001
1.9010,0.0602,-0.0542,1.0018,1.005
1.9010,0.0588,-0.0527,1.0008,1.004
1.9060,0.0597,-0.0537,1.0003,1.004
1.9060,0.0622,-0.0522,0.9988,1.002
1.9100,0.0612,-0.0517,0.9984,1.002
1.9170,0.0597,-0.0537,0.9944,0.998
1.9170,0.0592,-0.0517,0.9920,0.995
1.9170,0.0592,-0.0527,0.9901,0.993
1.9170,0.0583,-0.0527,0.9881,0.991
1.9220,0.0592,-0.0512,0.9886,0.992
1.9290,0.0573,-0.0527,0.9876,0.991
1.9290,0.0548,-0.0512,0.9881,0.991
1.9300,0.0568,-0.0517,0.9871,0.990
1.9300,0.0573,-0.0512,0.9886,0.992
1.9350,0.0578,-0.0512,0.9881,0.991
1.9370,0.0539,-0.0512,0.9901,0.993
1.9380,0.0558,-0.0503,0.9930,0.996
1.9420,0.0539,-0.0488,0.9920,0.995
1.9430,0.0548,-0.0488,0.9910,0.994
1.9510,0.0553,-0.0478,0.9896,0.992
1.9510,0.0563,-0.0483,0.9861,0.989
1.9550,0.0558,-0.0454,0.9842,0.987
1.9550,0.0558,-0.0439,0.9842,0.987
1.9590,0.0553,-0.0439,0.9837,0.986
1.9680,0.0568,-0.0444,0.9813,0.984
1.9690,0.0578,-0.0424,0.9817,0.984
1.9690,0.0553,-0.0439,0.9803,0.983
1.9690,0.0544,-0.0434,0.9803,0.983
1.9700,0.0544,-0.0420,0.9808,0.983
1.9700,0.0553,-0.0410,0.9847,0.987
1.9730,0.0553,-0.0410,0.9866,0.989
1.9850,0.0553,-0.0415,0.9881,0.991
1.9850,0.0544,-0.0424,0.9896,0.992
1.9860,0.0563,-0.0420,0.9905,0.993
1.9860,0.0573,-0.0410,0.9925,0.995
1.9860,0.0588,-0.0434,0.9920,0.995
1.9890,0.0592,-0.0410,0.9891,0.992
1.9950,0.0607,-0.0405,0.9886,0.991
1.9950,0.0607,-0.0405,0.9852,0.988
1.9960,0.0592,-0.0410,0.9842,0.987
1.9980,0.0617,-0.0410,0.9852,0.988
2.0030,0.0627,-0.0420,0.9861,0.989
2.0030,0.0627,-0.0444,0.9852,0.988
2.0070,0.0622,-0.0454,0.9861,0.989
2.0110,0.0607,-0.0473,0.9861,0.989
2.0120,0.0602,-0.0478,0.9876,0.991
2.0120,0.0617,-0.0483,0.9920,0.995
2.0170,0.0622,-0.0512,0.9959,0.999
2.0180,0.0627,-0.0508,0.9979,1.001
2.0210,0.0632,-0.0522,0.9988,1.002
2.0240,0.0641,-0.0527,1.0008,1.004
2.0270,0.0651,-0.0522,1.0013,1.005
2.0280,0.0646,-0.0537,1.0013,1.005
2.0320,0.0646,-0.0517,0.9988,1.002
2.0350,0.0651,-0.0512,0.9954,0.999
2.0350,0.0666,-0.0503,0.9930,0.996
2.0400,0.0666,-0.0522,0.9901,0.994
2.0400,0.0661,-0.0527,0.9901,0.994
2.0450,0.0651,-0.0537,0.9886,0.992
2.0460,0.0646,-0.0517,0.9891,0.993
2.0490,0.0641,-0.0542,0.9876,0.991
2.0500,0.0651,-0.0542,0.9881,0.992
2.0550,0.0656,-0.0532,0.9905,0.994
2.0550,0.0646,-0.0532,0.9940,0.997
2.0590,0.0651,-0.0532,0.9974,1.001
2.0610,0.0646,-0.0547,0.9998,1.003
2.0660,0.0636,-0.0542,1.0003,1.004
2.0660,0.0622,-0.0537,1.0008,1.004
2.0690,0.0651,-0.0517,0.9998,1.003
2.0700,0.0680,-0.0512,0.9964,1.000
2.0730,0.0690,-0.0508,0.9949,0.999
2.0800,0.0695,-0.0488,0.9910,0.995
2.0800,0.0676,-0.0488,0.9901,0.994
2.0810,0.0676,-0.0488,0.9901,0.994
2.0850,0.0676,-0.0483,0.9866,0.990
2.0850,0.0666,-0.0478,0.9852,0.989
2.0890,0.0656,-0.0483,0.9861,0.990
2.1010,0.0651,-0.0473,0.9857,0.989
2.1020,0.0646,-0.0483,0.9876,0.991
2.1020,0.0641,-0.0493,0.9920,0.995
2.1020,0.0617,-0.0483,0.9974,1.000
2.1030,0.0612,-0.0508,1.0013,1.004
2.1040,0.0607,-0.0512,1.0032,1.006
2.1080,0.0583,-0.0512,1.0042,1.007
2.1120,0.0583,-0.0517,1.0062,1.009
2.1120,0.0607,-0.0508,1.0037,1.007
2.1160,0.0622,-0.0512,1.0008,1.004
2.1160,0.0622,-0.0503,0.9998,1.003
2.1170,0.0617,-0.0503,0.9974,1.001
2.1200,0.0602,-0.0493,0.9969,1.000
2.1240,0.0607,-0.0493,0.9935,0.997
2.1280,0.0602,-0.0493,0.9905,0.994
2.1280,0.0592,-0.0493,0.9901,0.993
2.1310,0.0612,-0.0512,0.9891,0.992
2.1310,0.0632,-0.0493,0.9905,0.994
2.1370,0.0622,-0.0493,0.9905,0.994
2.1390,0.0622,-0.0503,0.9925,0.996
2.1440,0.0622,-0.0512,0.9949,0.998
2.1470,0.0632,-0.0503,0.9964,1.000
2.1470,0.0641,-0.0508,0.9959,0.999
2.1470,0.0636,-0.0493,0.9944,0.998
2.1510,0.0666,-0.0493,0.9930,0.996
2.1520,0.0680,-0.0493,0.9910,0.995
2.1550,0.0700,-0.0478,0.9910,0.995
2.1600,0.0676,-0.0493,0.9901,0.994
2.1600,0.0695,-0.0478,0.9896,0.993
2.1650,0.0710,-0.0478,0.9896,0.993
2.1650,0.0700,-0.0488,0.9866,0.990
2.1690,0.0680,-0.0498,0.9857,0.989
2.1730,0.0680,-0.0503,0.9866,0.990
2.1730,0.0676,-0.0498,0.9861,0.990
2.1820,0.0646,-0.0493,0.9881,0.991
2.1830,0.0627,-0.0512,0.9905,0.994
2.1830,0.0617,-0.0498,0.9910,0.994
2.1830,0.0607,-0.0522,0.9930,0.996
2.1840,0.0602,-0.0532,0.9949,0.998
2.1870,0.0597,-0.0542,0.9959,0.999
2.1990,0.0597,-0.0537,0.9979,1.001
2.1990,0.0597,-0.0556,0.9969,1.000
2.2000,0.0588,-0.0556,0.9964,1.000
2.2000,0.0588,-0.0547,0.9954,0.999
2.2000,0.0578,-0.0532,0.9949,0.998
2.2030,0.0592,-0.0532,0.9930,0.996
2.2070,0.0597,-0.0527,0.9930,0.996
2.2070,0.0612,-0.0532,0.9925,0.996
2.2120,0.0617,-0.0532,0.9915,0.995
2.2120,0.0617,-0.0527,0.9915,0.995
2.2140,0.0612,-0.0532,0.9915,0.995
2.2170,0.0627,-0.0532,0.9925,0.996
2.2200,0.0617,-0.0556,0.9940,0.997
2.2230,0.0622,-0.0556,0.9954,0.999
2.2240,0.0607,-0.0537,0.9979,1.001
2.2280,0.0627,-0.0527,1.0003,1.004
2.2290,0.0641,-0.0527,0.9988,1.002
2.2330,0.0651,-0.0552,0.9974,1.001
2.2340,0.0666,-0.0542,0.9964,1.000
2.2370,0.0651,-0.0532,0.9954,0.999
2.2400,0.0656,-0.0512,0.9944,0.998
2.2410,0.0636,-0.0498,0.9925,0.996
2.2440,0.0666,-0.0498,0.9915,0.995
2.2460,0.0671,-0.0498,0.9891,0.993
2.2500,0.0656,-0.0488,0.9886,0.992
2.2520,0.0661,-0.0488,0.9876,0.991
2.2540,0.0632,-0.0488,0.9881,0.991
2.2580,0.0632,-0.0478,0.9886,0.992
2.2590,0.0617,-0.0473,0.9896,0.993
2.2620,0.0617,-0.0478,0.9920,0.995
2.2640,0.0617,-0.0493,0.9940,0.997
2.2680,0.0607,-0.0459,0.9964,0.999
2.2750,0.0592,-0.0464,0.9998,1.003
2.2750,0.0592,-0.0464,0.9998,1.003
2.2750,0.0597,-0.0439,0.9993,1.002
2.2780,0.0602,-0.0434,0.9964,0.999
2.2790,0.0617,-0.0439,0.9954,0.998
2.2820,0.0622,-0.0420,0.9954,0.998
2.2860,0.0612,-0.0424,0.9940,0.997
2.2870,0.0602,-0.0424,0.9901,0.993
2.2920,0.0602,-0.0415,0.9881,0.991
2.2920,0.0612,-0.0405,0.9866,0.989
2.2950,0.0617,-0.0400,0.9857,0.988
2.2970,0.0602,-0.0410,0.9861,0.989
2.2990,0.0617,-0.0429,0.9876,0.990
2.3020,0.0622,-0.0420,0.9891,0.992
2.3030,0.0612,-0.0424,0.9920,0.995
2.3060,0.0597,-0.0439,0.9930,0.996
2.3100,0.0583,-0.0464,0.9930,0.996
2.3110,0.0602,-0.0468,0.9949,0.998
2.3140,0.0597,-0.0454,0.9959,0.999
2.3190,0.0612,-0.0468,0.9944,0.997
2.3190,0.0632,-0.0454,0.9930,0.996
2.3220,0.0636,-0.0454,0.9915,0.995
2.3270,0.0632,-0.0459,0.9930,0.996
2.3270,0.0617,-0.0454,0.9935,0.996
2.3320,0.0636,-0.0459,0.9930,0.996
2.3330,0.0641,-0.0449,0.9915,0.995
2.3360,0.0632,-0.0444,0.9901,0.993
2.3460,0.0612,-0.0449,0.9896,0.992
2.3460,0.0597,-0.0454,0.9920,0.995
2.3470,0.0597,-0.0454,0.9925,0.995
2.3470,0.0602,-0.0449,0.9940,0.997
2.3470,0.0583,-0.0439,0.9954,0.998
2.3530,0.0583,-0.0429,0.9944,0.997
2.3530,0.0588,-0.0439,0.9949,0.998
2.3540,0.0592,-0.0449,0.9949,0.998
2.3640,0.0602,-0.0434,0.9925,0.995
2.3650,0.0617,-0.0424,0.9910,0.994
2.3650,0.0622,-0.0415,0.9910,0.994
2.3660,0.0617,-0.0429,0.9871,0.990
2.3690,0.0622,-0.0429,0.9847,0.988
2.3690,0.0627,-0.0415,0.9827,0.986
2.3780,0.0622,-0.0420,0.9822,0.985
2.3790,0.0617,-0.0415,0.9798,0.983
2.3800,0.0607,-0.0429,0.9793,0.982
2.3800,0.0588,-0.0439,0.9798,0.983
2.3870,0.0602,-0.0434,0.9813,0.984
2.3880,0.0588,-0.0459,0.9842,0.987
2.3890,0.0583,-0.0464,0.9886,0.991
2.3890,0.0588,-0.0483,0.9905,0.993
2.3950,0.0573,-0.0473,0.9915,0.994
2.3960,0.0573,-0.0459,0.9944,0.997
2.3960,0.0583,-0.0468,0.9954,0.998
2.3980,0.0588,-0.0473,0.9959,0.999
2.4010,0.0597,-0.0468,0.9944,0.997
2.4030,0.0607,-0.0468,0.9959,0.999
2.4060,0.0617,-0.0473,0.9949,0.998
2.4090,0.0617,-0.0464,0.9920,0.995
2.4100,0.0617,-0.0464,0.9905,0.994
2.4140,0.0617,-0.0459,0.9896,0.993
2.4160,0.0627,-0.0459,0.9881,0.991
2.4180,0.0622,-0.0473,0.9871,0.990
2.4270,0.0622,-0.0473,0.9861,0.989
2.4270,0.0641,-0.0478,0.9861,0.989
2.4280,0.0612,-0.0488,0.9896,0.993
2.4290,0.0607,-0.0503,0.9915,0.995
2.4310,0.0607,-0.0508,0.9935,0.997
2.4330,0.0588,-0.0522,0.9954,0.999
2.4360,0.0597,-0.0517,0.9954,0.999
2.4410,0.0622,-0.0512,0.9935,0.997
2.4410,0.0622,-0.0512,0.9940,0.997
2.4450,0.0636,-0.0517,0.9925,0.996
2.4450,0.0622,-0.0537,0.9925,0.996
2.4620,0.0632,-0.0508,0.9920,0.995
2.4630,0.0632,-0.0503,0.9881,0.991
2.4670,0.0636,-0.0512,0.9876,0.991
2.4670,0.0636,-0.0522,0.9842,0.988
2.4670,0.0651,-0.0508,0.9827,0.986
2.4680,0.0656,-0.0503,0.9832,0.987
2.4680,0.0622,-0.0503,0.9837,0.987
2.4690,0.0602,-0.0522,0.9852,0.988
2.4690,0.0607,-0.0522,0.9876,0.991
2.4830,0.0597,-0.0512,0.9901,0.993
2.4840,0.0607,-0.0522,0.9940,0.997
2.4850,0.0602,-0.0517,0.9954,0.999
2.4850,0.0612,-0.0503,0.9940,0.997
2.4860,0.0612,-0.0512,0.9935,0.997
2.4860,0.0597,-0.0517,0.9940,0.997
2.4870,0.0592,-0.0503,0.9935,0.997
2.5020,0.0607,-0.0503,0.9915,0.995
2.5030,0.0592,-0.0512,0.9920,0.995
2.5030,0.0588,-0.0498,0.9891,0.992
2.5040,0.0592,-0.0493,0.9871,0.990
2.5040,0.0597,-0.0508,0.9852,0.988
2.5040,0.0602,-0.0508,0.9837,0.987
2.5040,0.0578,-0.0508,0.9866,0.990
2.5080,0.0573,-0.0503,0.9866,0.990
2.5080,0.0558,-0.0522,0.9886,0.992
2.5150,0.0548,-0.0522,0.9901,0.993
2.5150,0.0563,-0.0542,0.9915,0.995
2.5180,0.0583,-0.0547,0.9925,0.996
2.5190,0.0553,-0.0547,0.9930,0.996
2.5220,0.0558,-0.0552,0.9949,0.998
2.5240,0.0588,-0.0552,0.9964,1.000
2.5270,0.0583,-0.0561,0.9959,0.999
2.5310,0.0583,-0.0576,0.9944,0.998
2.5310,0.0588,-0.0561,0.9920,0.995
2.5350,0.0597,-0.0556,0.9901,0.993
2.5370,0.0612,-0.0556,0.9881,0.992
2.5400,0.0617,-0.0566,0.9871,0.991
2.5400,0.0641,-0.0561,0.9866,0.990
2.5430,0.0636,-0.0561,0.9852,0.989
2.5460,0.0632,-0.0581,0.9866,0.990
2.5490,0.0612,-0.0576,0.9886,0.992
2.5510,0.0607,-0.0576,0.9891,0.993
2.5540,0.0602,-0.0581,0.9920,0.996
2.5580,0.0607,-0.0581,0.9944,0.998
2.5580,0.0607,-0.0591,0.9940,0.998
2.5600,0.0622,-0.0595,0.9959,1.000
2.5630,0.0617,-0.0571,0.9964,1.000
2.5660,0.0632,-0.0581,0.9959,1.000
2.5690,0.0641,-0.0576,0.9974,1.001
2.5760,0.0646,-0.0556,0.9944,0.998
2.5760,0.0646,-0.0571,0.9915,0.995
2.5770,0.0641,-0.0561,0.9901,0.994
2.5810,0.0651,-0.0556,0.9871,0.991
2.5810,0.0656,-0.0547,0.9847,0.988
2.5830,0.0676,-0.0571,0.9837,0.988
2.5850,0.0680,-0.0561,0.9852,0.989
2.5940,0.0656,-0.0561,0.9881,0.992
2.5940,0.0622,-0.0561,0.9871,0.991
2.5950,0.0617,-0.0566,0.9886,0.992
2.5980,0.0612,-0.0571,0.9901,0.994
2.5980,0.0622,-0.0571,0.9910,0.995
2.6020,0.0646,-0.0566,0.9944,0.998
2.6030,0.0646,-0.0556,0.9964,1.000
2.6080,0.0627,-0.0552,0.9954,0.999
2.6080,0.0651,-0.0556,0.9959,1.000
2.6120,0.0632,-0.0556,0.9944,0.998
2.6120,0.0656,-0.0537,0.9944,0.998
2.6180,0.0656,-0.0537,0.9944,0.998
2.6180,0.0646,-0.0522,0.9910,0.995
2.6230,0.0646,-0.0508,0.9896,0.993
2.6230,0.0656,-0.0498,0.9871,0.991
2.6310,0.0646,-0.0503,0.9861,0.990
2.6310,0.0636,-0.0498,0.9866,0.990
2.6320,0.0632,-0.0503,0.9876,0.991
2.6340,0.0622,-0.0498,0.9891,0.992
2.6420,0.0617,-0.0512,0.9901,0.993
2.6420,0.0612,-0.0503,0.9896,0.993
2.6420,0.0612,-0.0517,0.9910,0.994
2.6430,0.0592,-0.0512,0.9925,0.996
2.6480,0.0592,-0.0508,0.9944,0.998
2.6510,0.0583,-0.0498,0.9940,0.997
2.6510,0.0573,-0.0512,0.9954,0.998
2.6540,0.0583,-0.0498,0.9930,0.996
2.6610,0.0602,-0.0493,0.9896,0.993
2.6620,0.0592,-0.0508,0.9886,0.992
2.6620,0.0583,-0.0503,0.9857,0.989
2.6620,0.0588,-0.0488,0.9842,0.987
2.6680,0.0592,-0.0473,0.9822,0.985
2.6720,0.0573,-0.0493,0.9817,0.985
2.6730,0.0568,-0.0498,0.9813,0.984
2.6730,0.0548,-0.0483,0.9832,0.986
2.6820,0.0534,-0.0488,0.9847,0.987
2.6830,0.0539,-0.0498,0.9857,0.988
2.6830,0.0553,-0.0493,0.9886,0.991
2.6840,0.0544,-0.0488,0.9905,0.993
2.6890,0.0539,-0.0503,0.9920,0.995
2.6890,0.0539,-0.0512,0.9935,0.996
2.6980,0.0553,-0.0503,0.9944,0.997
2.6980,0.0563,-0.0522,0.9935,0.996
2.6980,0.0573,-0.0498,0.9925,0.995
2.6990,0.0558,-0.0493,0.9896,0.992
2.7010,0.0573,-0.0493,0.9876,0.990
2.7030,0.0578,-0.0483,0.9857,0.989
2.7060,0.0588,-0.0488,0.9822,0.985
2.7080,0.0597,-0.0459,0.9832,0.986
2.7150,0.0578,-0.0468,0.9842,0.987
2.7150,0.0578,-0.0478,0.9866,0.989
2.7160,0.0588,-0.0478,0.9866,0.990
2.7180,0.0573,-0.0493,0.9857,0.989
2.7200,0.0597,-0.0483,0.9876,0.991
2.7280,0.0612,-0.0464,0.9896,0.993
2.7290,0.0592,-0.0468,0.9925,0.995
2.7290,0.0588,-0.0468,0.9935,0.996
2.7320,0.0607,-0.0468,0.9935,0.996
2.7330,0.0622,-0.0464,0.9944,0.997
2.7460,0.0632,-0.0478,0.9954,0.999
2.7470,0.0636,-0.0464,0.9954,0.999
2.7470,0.0646,-0.0444,0.9935,0.997
