time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
31.589,-0.32,-0.03,0.94,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00
31.592,-0.32,-0.03,0.94,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00
31.594,-0.32,-0.03,0.94,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00
31.617,-0.32,-0.03,0.94,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00
31.619,-0.32,-0.03,0.94,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00
31.619,-0.32,-0.03,0.94,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00
31.706,-0.32,-0.03,0.94,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00
31.708,-0.32,-0.03,0.94,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00
31.71,-0.32,-0.03,0.94,-0.01,0.00,-0.00,0.00,-0.00,0.00,0.00
31.787,-0.32,-0.03,0.94,-0.01,0.00,-0.00,0.00,-0.00,0.00,0.00
31.789,-0.32,-0.03,0.94,-0.01,0.00,-0.00,-0.00,-0.00,0.00,0.00
31.791,-0.32,-0.03,0.94,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
31.815,-0.32,-0.03,0.94,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
31.817,-0.32,-0.03,0.94,-0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00
31.818,-0.32,-0.03,0.94,-0.01,-0.00,-0.01,0.00,-0.00,-0.00,0.00
31.895,-0.32,-0.03,0.94,-0.01,-0.00,-0.01,0.00,-0.00,-0.00,0.00
31.897,-0.32,-0.03,0.94,-0.01,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
31.898,-0.32,-0.03,0.94,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,0.00
31.986,-0.32,-0.03,0.94,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,0.00
31.988,-0.32,-0.03,0.94,-0.01,-0.00,-0.00,0.00,-0.00,-0.00,0.00
31.99,-0.32,-0.03,0.94,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00
32.014,-0.32,-0.03,0.94,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00
32.016,-0.32,-0.03,0.94,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00
32.016,-0.32,-0.03,0.94,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00
32.095,-0.32,-0.03,0.94,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00
32.097,-0.32,-0.03,0.94,-0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00
32.098,-0.32,-0.03,0.94,-0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00
32.188,-0.32,-0.03,0.94,-0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00
32.193,-0.32,-0.03,0.94,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00
32.195,-0.32,-0.03,0.94,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00
32.255,-0.32,-0.03,0.94,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00
32.256,-0.32,-0.03,0.95,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00
32.257,-0.32,-0.03,0.95,-0.01,0.00,0.01,-0.00,0.00,0.00,0.00
32.297,-0.32,-0.03,0.94,-0.01,0.00,0.01,-0.00,0.00,0.00,0.00
32.298,-0.32,-0.03,0.94,-0.01,0.00,0.01,-0.00,-0.00,-0.00,0.00
32.299,-0.32,-0.03,0.94,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00
32.384,-0.32,-0.03,0.95,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00
32.387,-0.32,-0.03,0.95,-0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00
32.388,-0.32,-0.03,0.95,-0.01,-0.00,0.01,-0.00,-0.00,0.00,0.00
32.453,-0.32,-0.03,0.95,-0.01,-0.00,0.01,-0.00,-0.00,0.00,0.00
32.455,-0.32,-0.03,0.95,-0.01,-0.00,0.01,-0.00,0.00,-0.00,0.00
32.456,-0.32,-0.03,0.95,-0.00,-0.00,0.01,-0.00,0.00,-0.00,0.00
32.492,-0.32,-0.03,0.95,-0.00,-0.00,0.01,-0.00,0.00,-0.00,0.00
32.493,-0.32,-0.03,0.95,-0.00,-0.00,0.01,-0.00,-0.00,0.00,0.00
32.494,-0.32,-0.03,0.95,-0.01,0.00,0.01,-0.00,-0.00,0.00,0.00
32.583,-0.32,-0.03,0.95,-0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00
32.586,-0.32,-0.03,0.95,-0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00
32.588,-0.32,-0.03,0.95,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00
32.652,-0.32,-0.03,0.95,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00
32.654,-0.32,-0.03,0.95,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00
32.656,-0.32,-0.03,0.95,-0.01,0.00,0.01,-0.00,-0.00,-0.00,0.00
32.696,-0.32,-0.03,0.95,-0.01,0.00,0.01,-0.00,-0.00,-0.00,0.00
32.698,-0.32,-0.03,0.95,-0.01,0.00,0.01,-0.00,-0.00,-0.00,0.00
32.698,-0.32,-0.03,0.95,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
32.772,-0.32,-0.03,0.95,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
32.774,-0.32,-0.03,0.95,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
32.775,-0.32,-0.03,0.95,-0.00,-0.00,0.01,-0.00,-0.00,-0.00,0.00
32.851,-0.32,-0.03,0.95,-0.00,-0.00,0.01,-0.00,-0.00,-0.00,0.00
32.854,-0.32,-0.03,0.95,-0.00,-0.00,0.01,-0.00,-0.00,0.00,0.00
32.856,-0.32,-0.03,0.95,-0.00,0.00,0.01,-0.00,-0.00,0.00,0.00
32.899,-0.32,-0.03,0.95,-0.00,0.00,0.01,-0.00,-0.00,0.00,0.00
32.901,-0.32,-0.03,0.95,-0.00,0.00,0.01,-0.00,-0.00,0.00,0.00
32.903,-0.32,-0.03,0.95,-0.01,0.00,0.00,-0.00,-0.00,0.00,0.00
32.969,-0.32,-0.03,0.95,-0.01,0.00,0.00,-0.00,-0.00,0.00,0.00
32.97,-0.32,-0.03,0.95,-0.01,0.00,0.00,-0.00,-0.00,-0.00,0.00
32.971,-0.32,-0.03,0.95,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00
33.052,-0.32,-0.03,0.95,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00
33.055,-0.32,-0.03,0.95,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00
33.056,-0.32,-0.03,0.95,-0.01,0.00,0.01,-0.00,0.00,0.00,0.00
33.099,-0.32,-0.03,0.95,-0.01,0.00,0.01,-0.00,0.00,0.00,0.00
33.101,-0.32,-0.03,0.95,-0.01,0.00,0.01,-0.00,-0.00,0.00,0.00
33.102,-0.32,-0.03,0.95,0.00,-0.00,0.01,-0.00,-0.00,0.00,0.00
33.17,-0.32,-0.03,0.95,0.00,-0.00,0.01,-0.00,-0.00,0.00,0.00
33.171,-0.32,-0.03,0.95,0.00,-0.00,0.01,-0.00,-0.00,-0.00,0.00
33.173,-0.32,-0.03,0.95,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
33.25,-0.32,-0.03,0.95,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
33.252,-0.32,-0.03,0.95,0.00,0.00,0.01,-0.00,-0.00,0.00,0.00
33.254,-0.32,-0.03,0.95,-0.00,0.00,0.01,-0.00,-0.00,0.00,0.00
33.292,-0.32,-0.03,0.95,-0.00,0.00,0.01,-0.00,-0.00,0.00,0.00
33.294,-0.32,-0.03,0.95,-0.01,-0.00,0.01,-0.00,-0.00,0.00,0.00
33.294,-0.32,-0.03,0.95,-0.01,-0.00,0.01,-0.00,-0.00,0.00,0.00
33.371,-0.32,-0.03,0.95,-0.01,-0.00,0.01,-0.00,-0.00,0.00,0.00
33.372,-0.32,-0.03,0.95,-0.01,-0.00,0.01,-0.00,-0.00,0.00,0.00
33.372,-0.32,-0.03,0.95,-0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00
33.449,-0.32,-0.03,0.95,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00
33.451,-0.32,-0.03,0.95,-0.01,0.00,-0.00,-0.00,-0.00,-0.00,0.00
33.453,-0.32,-0.03,0.95,-0.01,0.00,-0.00,-0.00,-0.00,-0.00,0.00
33.499,-0.32,-0.03,0.95,-0.01,0.00,-0.00,-0.00,-0.00,-0.00,0.00
33.502,-0.32,-0.03,0.95,-0.01,0.00,-0.00,-0.00,-0.00,-0.00,0.00
33.503,-0.32,-0.03,0.95,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00
33.568,-0.32,-0.03,0.95,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00
33.569,-0.32,-0.03,0.95,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00
33.57,-0.32,-0.03,0.95,-0.01,-0.00,-0.00,-0.00,-0.00,0.00,0.00
33.648,-0.32,-0.03,0.95,-0.01,-0.00,-0.00,-0.00,-0.00,0.00,0.00
33.652,-0.32,-0.03,0.95,-0.01,-0.00,-0.00,-0.00,0.00,0.00,0.00
33.653,-0.32,-0.03,0.95,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00
33.7,-0.32,-0.03,0.94,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00
33.704,-0.32,-0.03,0.94,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00
33.705,-0.32,-0.03,0.94,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
33.767,-0.32,-0.03,0.95,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
33.77,-0.32,-0.03,0.95,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
33.771,-0.32,-0.03,0.95,0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
33.847,-0.32,-0.03,0.95,0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
33.85,-0.32,-0.03,0.95,0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
33.851,-0.32,-0.03,0.95,0.00,0.00,-0.01,-0.00,-0.00,0.00,0.00
33.898,-0.32,-0.03,0.95,0.00,0.00,-0.01,-0.00,-0.00,0.00,0.00
33.901,-0.32,-0.03,0.95,0.00,0.00,-0.01,-0.00,-0.00,0.00,0.00
33.905,-0.32,-0.03,0.95,0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
33.967,-0.32,-0.03,0.95,0.00,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
33.971,-0.32,-0.03,0.95,0.00,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
33.972,-0.32,-0.03,0.95,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00
34.045,-0.32,-0.03,0.94,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00
34.048,-0.32,-0.03,0.94,-0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00
34.048,-0.32,-0.03,0.94,-0.00,0.00,-0.01,-0.00,-0.00,0.00,0.00
34.092,-0.32,-0.02,0.94,-0.00,0.00,-0.01,-0.00,-0.00,0.00,0.00
34.094,-0.32,-0.02,0.94,0.00,0.05,-0.02,-0.00,-0.00,0.00,0.00
34.097,-0.32,-0.02,0.94,0.00,0.05,-0.02,-0.00,-0.00,0.00,0.00
34.166,-0.32,-0.03,0.95,0.00,0.05,-0.02,-0.00,-0.00,0.00,0.00
34.169,-0.32,-0.03,0.95,-0.01,-0.01,0.00,-0.00,-0.00,0.00,0.00
34.171,-0.32,-0.03,0.95,-0.01,-0.01,0.00,-0.00,-0.00,0.00,0.00
34.245,-0.32,-0.03,0.94,-0.01,-0.01,0.00,-0.00,-0.00,0.00,0.00
34.247,-0.32,-0.03,0.94,-0.01,-0.01,0.00,-0.00,-0.00,0.00,0.00
34.248,-0.32,-0.03,0.94,-0.01,-0.04,-0.01,-0.00,-0.00,0.00,0.00
34.313,-0.32,-0.03,0.94,-0.01,-0.04,-0.01,-0.00,-0.00,0.00,0.00
34.316,-0.32,-0.03,0.94,-0.01,-0.04,-0.01,-0.00,-0.00,0.00,0.00
34.317,-0.32,-0.03,0.94,-0.01,0.01,-0.01,-0.00,-0.00,0.00,0.00
34.367,-0.32,-0.03,0.94,-0.01,0.01,-0.01,-0.00,-0.00,0.00,0.00
34.368,-0.32,-0.03,0.94,-0.01,0.01,-0.01,0.00,-0.00,0.00,0.00
34.368,-0.32,-0.03,0.94,-0.00,0.01,-0.01,0.00,-0.00,0.00,0.00
34.445,-0.32,-0.03,0.95,-0.00,0.01,-0.01,0.00,-0.00,0.00,0.00
34.446,-0.32,-0.03,0.95,-0.00,0.01,-0.01,-0.00,-0.00,-0.00,0.00
34.447,-0.32,-0.03,0.95,-0.01,-0.01,0.00,-0.00,-0.00,-0.00,0.00
34.484,-0.32,-0.03,0.94,-0.01,-0.01,0.00,-0.00,-0.00,-0.00,0.00
34.487,-0.32,-0.03,0.94,-0.01,-0.01,0.00,-0.00,-0.00,-0.00,0.00
34.489,-0.32,-0.03,0.94,-0.01,-0.02,-0.00,-0.00,-0.00,-0.00,0.00
34.564,-0.32,-0.03,0.94,-0.01,-0.02,-0.00,0.00,-0.00,-0.00,0.00
34.567,-0.32,-0.03,0.94,-0.01,-0.02,-0.00,0.00,-0.00,-0.00,0.00
34.568,-0.32,-0.03,0.94,-0.00,0.01,-0.01,0.00,-0.00,-0.00,0.00
34.647,-0.32,-0.02,0.94,-0.00,0.01,-0.01,0.00,-0.00,-0.00,0.00
34.649,-0.32,-0.02,0.94,-0.00,0.01,-0.01,-0.00,-0.00,0.00,0.00
34.651,-0.32,-0.02,0.94,-0.00,0.04,-0.02,-0.00,-0.00,0.00,0.00
34.685,-0.32,-0.02,0.94,-0.02,0.00,-0.01,-0.00,-0.00,0.00,0.00
34.687,-0.32,-0.03,0.94,-0.02,0.00,-0.01,-0.00,-0.00,0.00,0.00
34.688,-0.32,-0.03,0.94,-0.02,0.00,-0.01,-0.00,-0.00,0.00,0.00
34.763,-0.32,-0.03,0.94,-0.02,0.00,-0.01,-0.00,-0.00,0.00,0.00
34.766,-0.32,-0.03,0.94,-0.01,0.02,-0.01,-0.00,-0.00,0.00,0.00
34.767,-0.32,-0.03,0.94,-0.01,0.02,-0.01,-0.00,-0.00,-0.00,0.00
34.842,-0.32,-0.03,0.94,-0.01,0.02,-0.01,-0.00,-0.00,-0.00,0.00
34.845,-0.32,-0.03,0.94,-0.01,0.02,-0.01,-0.00,-0.00,0.00,0.00
34.846,-0.32,-0.03,0.94,-0.00,0.02,-0.02,-0.00,-0.00,0.00,0.00
34.884,-0.32,-0.03,0.95,-0.00,0.02,-0.02,-0.00,-0.00,0.00,0.00
34.887,-0.32,-0.03,0.95,-0.00,0.02,-0.02,-0.00,-0.00,-0.00,0.00
34.888,-0.32,-0.03,0.95,0.00,0.01,0.00,-0.00,-0.00,-0.00,0.00
34.964,-0.32,-0.02,0.95,0.00,0.01,0.00,-0.00,-0.00,-0.00,0.00
34.967,-0.32,-0.02,0.95,0.00,0.01,0.00,-0.00,-0.00,-0.00,0.00
34.969,-0.32,-0.02,0.95,0.00,0.11,0.01,-0.00,-0.00,-0.00,0.00
35.043,-0.31,-0.01,0.95,0.00,0.11,0.01,-0.00,-0.00,-0.00,0.00
35.046,-0.31,-0.01,0.95,0.01,0.14,0.01,-0.00,-0.00,-0.00,0.00
35.047,-0.31,-0.01,0.95,0.01,0.14,0.01,-0.00,-0.00,-0.00,0.00
35.082,-0.31,-0.01,0.95,0.01,0.14,0.01,-0.00,-0.00,-0.00,0.00
35.084,-0.31,-0.01,0.95,0.01,0.14,0.01,0.00,-0.00,-0.00,0.00
35.085,-0.31,-0.01,0.95,0.00,0.16,0.02,0.00,-0.00,-0.00,0.00
35.162,-0.32,0.00,0.95,0.00,0.16,0.02,0.00,-0.00,-0.00,0.00
35.165,-0.32,0.00,0.95,0.00,0.16,0.02,0.00,-0.00,-0.00,0.00
35.167,-0.32,0.00,0.95,0.00,0.21,0.05,0.00,-0.00,-0.00,0.00
35.265,-0.32,0.00,0.95,0.00,0.21,0.05,0.00,0.00,0.00,0.00
35.268,-0.31,0.01,0.94,0.00,0.21,0.05,0.00,0.00,0.00,0.00
35.27,-0.31,0.01,0.94,0.02,0.24,-0.01,0.00,0.00,0.00,0.00
35.341,-0.32,0.01,0.95,0.02,0.24,-0.01,0.00,0.00,0.00,0.00
35.344,-0.32,0.01,0.95,0.02,0.24,-0.01,0.00,-0.00,0.00,0.00
35.347,-0.32,0.01,0.95,-0.01,0.22,0.02,0.00,-0.00,0.00,0.00
35.4,-0.32,0.01,0.95,-0.01,0.22,0.02,0.00,-0.00,0.00,0.00
35.402,-0.32,0.01,0.95,-0.01,0.22,0.02,0.00,-0.00,0.00,0.00
35.404,-0.32,0.01,0.95,-0.01,0.24,0.01,0.00,-0.00,0.00,0.00
35.46,-0.32,0.02,0.95,-0.01,0.24,0.01,0.00,-0.00,0.00,0.00
35.464,-0.32,0.02,0.95,-0.01,0.24,0.01,-0.00,-0.00,0.00,0.00
35.465,-0.32,0.02,0.95,-0.01,0.25,0.01,-0.00,-0.00,0.00,0.00
35.539,-0.32,0.02,0.95,-0.01,0.25,0.01,-0.00,0.00,0.00,0.00
35.556,-0.32,0.02,0.95,-0.01,0.20,-0.00,-0.00,0.00,0.00,0.00
35.556,-0.32,0.02,0.95,-0.01,0.20,-0.00,-0.00,0.00,0.00,0.00
35.601,-0.32,0.02,0.95,-0.01,0.20,-0.00,-0.00,0.00,0.00,0.00
35.602,-0.32,0.02,0.95,-0.01,0.20,-0.00,-0.00,-0.00,0.00,0.00
35.602,-0.32,0.02,0.95,-0.01,0.20,-0.01,-0.00,-0.00,0.00,0.00
35.661,-0.32,0.02,0.94,-0.01,0.20,-0.01,-0.00,-0.00,0.00,0.00
35.662,-0.32,0.02,0.94,-0.02,0.19,-0.02,-0.00,-0.00,0.00,0.00
35.662,-0.32,0.02,0.94,-0.02,0.19,-0.02,-0.00,-0.00,0.00,0.00
35.739,-0.32,0.02,0.95,-0.02,0.19,-0.02,-0.00,-0.00,0.00,0.00
35.741,-0.32,0.02,0.95,-0.02,0.14,-0.00,-0.00,-0.00,0.00,0.00
35.743,-0.32,0.02,0.95,-0.02,0.14,-0.00,-0.00,-0.00,-0.00,0.00
35.799,-0.32,0.02,0.95,-0.02,0.14,-0.00,-0.00,-0.00,-0.00,0.00
35.803,-0.32,0.02,0.95,-0.01,0.18,0.00,-0.00,-0.00,-0.00,0.00
35.805,-0.32,0.02,0.95,-0.01,0.18,0.00,0.00,-0.00,0.00,0.00
35.879,-0.32,0.02,0.95,-0.01,0.18,0.00,0.00,-0.00,0.00,0.00
35.881,-0.32,0.02,0.95,-0.01,0.18,0.00,0.00,-0.00,0.00,0.00
35.883,-0.32,0.02,0.95,-0.01,0.14,-0.00,0.00,-0.00,0.00,0.00
35.943,-0.32,0.02,0.95,-0.01,0.14,-0.00,0.00,-0.00,0.00,0.00
35.946,-0.32,0.02,0.95,-0.01,0.14,-0.00,0.00,-0.00,0.00,0.00
35.948,-0.32,0.02,0.95,-0.01,0.12,0.01,0.00,-0.00,0.00,0.00
35.997,-0.32,0.02,0.95,-0.01,0.12,0.01,0.00,-0.00,0.00,0.00
35.999,-0.32,0.02,0.95,-0.01,0.12,0.01,-0.00,-0.00,0.00,0.00
36.0,-0.32,0.02,0.95,0.00,0.13,-0.01,-0.00,-0.00,0.00,0.00
36.078,-0.32,0.02,0.95,0.00,0.13,-0.01,-0.00,-0.00,0.00,0.00
36.08,-0.32,0.02,0.95,-0.01,0.11,-0.00,-0.00,-0.00,0.00,0.00
36.082,-0.32,0.02,0.95,-0.01,0.11,-0.00,0.00,-0.00,-0.00,0.00
36.139,-0.32,0.02,0.95,-0.00,0.10,0.00,0.00,-0.00,-0.00,0.00
36.141,-0.32,0.02,0.95,-0.00,0.10,0.00,-0.00,-0.00,0.00,0.00
36.143,-0.32,0.02,0.95,-0.00,0.10,0.00,-0.00,-0.00,0.00,0.00
36.197,-0.32,0.02,0.95,-0.00,0.10,0.00,-0.00,-0.00,0.00,0.00
36.201,-0.32,0.02,0.95,-0.00,0.10,0.00,-0.00,-0.00,0.00,0.00
36.203,-0.32,0.02,0.95,-0.00,0.09,-0.00,-0.00,-0.00,0.00,0.00
36.276,-0.32,0.02,0.95,-0.00,0.09,-0.00,-0.00,-0.00,0.00,0.00
36.279,-0.32,0.02,0.95,-0.00,0.09,-0.00,-0.00,-0.00,0.00,0.00
36.281,-0.32,0.02,0.95,-0.01,0.08,0.01,-0.00,-0.00,0.00,0.00
36.336,-0.32,0.02,0.95,-0.01,0.08,0.01,-0.00,-0.00,0.00,0.00
36.339,-0.32,0.02,0.95,-0.01,0.08,0.01,-0.00,-0.00,-0.00,0.00
36.34,-0.32,0.02,0.95,0.00,0.07,-0.00,-0.00,-0.00,-0.00,0.00
36.398,-0.32,0.02,0.95,0.00,0.07,-0.00,-0.00,-0.00,-0.00,0.00
36.401,-0.32,0.02,0.95,0.00,0.07,-0.00,-0.00,-0.00,-0.00,0.00
36.403,-0.32,0.02,0.95,0.01,0.07,0.00,-0.00,-0.00,-0.00,0.00
36.476,-0.32,0.02,0.95,0.01,0.07,0.00,-0.00,-0.00,-0.00,0.00
36.479,-0.32,0.02,0.95,0.01,0.07,0.00,-0.00,0.00,-0.00,0.00
36.48,-0.32,0.02,0.95,-0.00,0.06,0.00,-0.00,0.00,-0.00,0.00
36.535,-0.32,0.02,0.95,-0.00,0.06,0.00,-0.00,-0.00,0.00,0.00
36.537,-0.32,0.02,0.95,-0.00,0.06,0.01,-0.00,-0.00,0.00,0.00
36.538,-0.32,0.02,0.95,-0.00,0.06,0.01,-0.00,-0.00,0.00,0.00
36.595,-0.32,0.02,0.95,-0.00,0.06,0.01,-0.00,-0.00,0.00,0.00
36.596,-0.32,0.02,0.95,-0.00,0.06,0.01,0.00,0.00,0.00,0.00
36.597,-0.32,0.02,0.95,-0.00,0.05,-0.01,0.00,0.00,0.00,0.00
36.675,-0.32,0.02,0.95,-0.00,0.05,-0.01,0.00,0.00,0.00,0.00
36.676,-0.32,0.02,0.95,-0.00,0.05,-0.01,0.00,-0.00,0.00,0.00
36.677,-0.32,0.02,0.95,-0.00,0.03,-0.00,0.00,-0.00,0.00,0.00
36.737,-0.32,0.02,0.95,-0.00,0.03,-0.00,0.00,-0.00,0.00,0.00
36.738,-0.32,0.02,0.95,-0.00,0.03,-0.00,0.00,-0.00,-0.00,0.00
36.739,-0.32,0.02,0.95,-0.00,0.05,-0.01,0.00,-0.00,-0.00,0.00
36.795,-0.32,0.02,0.95,-0.00,0.05,-0.01,0.00,-0.00,-0.00,0.00
36.798,-0.32,0.02,0.95,-0.00,0.05,-0.01,0.00,-0.00,-0.00,0.00
36.8,-0.32,0.02,0.95,-0.00,0.03,-0.00,0.00,-0.00,-0.00,0.00
36.875,-0.32,0.02,0.94,-0.00,0.03,-0.00,0.00,-0.00,-0.00,0.00
36.878,-0.32,0.02,0.94,-0.00,0.03,-0.00,0.00,-0.00,0.00,0.00
36.88,-0.32,0.02,0.94,-0.01,0.04,-0.01,0.00,-0.00,0.00,0.00
36.936,-0.32,0.02,0.95,-0.01,0.04,-0.01,0.00,-0.00,0.00,0.00
36.938,-0.32,0.02,0.95,-0.01,0.04,-0.01,0.00,-0.00,0.00,0.00
36.942,-0.32,0.02,0.95,-0.00,0.03,-0.00,0.00,-0.00,0.00,0.00
36.994,-0.32,0.02,0.95,-0.00,0.02,0.01,0.00,-0.00,0.00,0.00
36.997,-0.32,0.02,0.95,-0.00,0.02,0.01,0.00,-0.00,-0.00,0.00
36.998,-0.32,0.02,0.95,-0.00,0.02,0.01,0.00,-0.00,-0.00,0.00
37.073,-0.32,0.02,0.95,-0.00,0.02,0.01,0.00,-0.00,-0.00,0.00
37.076,-0.32,0.02,0.95,-0.00,0.02,0.01,-0.00,-0.00,0.00,0.00
37.077,-0.32,0.02,0.95,0.00,0.03,-0.00,-0.00,-0.00,0.00,0.00
37.147,-0.32,0.02,0.95,0.00,0.03,-0.00,-0.00,-0.00,0.00,0.00
37.149,-0.32,0.02,0.95,0.00,0.03,-0.00,0.00,-0.00,0.00,0.00
37.151,-0.32,0.02,0.95,-0.01,0.02,-0.00,0.00,-0.00,0.00,0.00
37.192,-0.32,0.02,0.95,-0.01,0.02,-0.00,0.00,-0.00,0.00,0.00
37.193,-0.32,0.02,0.95,-0.01,0.02,-0.00,0.00,-0.00,-0.00,0.00
37.194,-0.32,0.02,0.95,-0.00,0.02,-0.00,0.00,-0.00,-0.00,0.00
37.272,-0.32,0.02,0.94,-0.00,0.02,-0.00,0.00,-0.00,-0.00,0.00
37.275,-0.32,0.02,0.94,-0.00,0.02,-0.00,-0.00,-0.00,-0.00,0.00
37.276,-0.32,0.02,0.94,-0.01,0.02,-0.01,-0.00,-0.00,-0.00,0.00
37.312,-0.32,0.02,0.95,-0.01,0.02,-0.01,-0.00,-0.00,-0.00,0.00
37.314,-0.32,0.02,0.95,-0.01,0.02,-0.01,-0.00,0.00,-0.00,0.00
37.316,-0.32,0.02,0.95,-0.00,0.01,-0.00,-0.00,0.00,-0.00,0.00
37.391,-0.32,0.03,0.94,-0.00,0.01,-0.00,-0.00,0.00,-0.00,0.00
37.394,-0.32,0.03,0.94,-0.00,0.01,-0.00,-0.00,-0.00,-0.00,0.00
37.395,-0.32,0.03,0.94,0.00,0.04,-0.01,-0.00,-0.00,-0.00,0.00
37.471,-0.32,0.03,0.95,0.00,0.04,-0.01,-0.00,-0.00,-0.00,0.00
37.473,-0.32,0.03,0.95,0.00,0.04,-0.01,0.00,-0.00,-0.00,0.00
37.473,-0.32,0.03,0.95,-0.01,0.04,-0.00,0.00,-0.00,-0.00,0.00
37.512,-0.32,0.03,0.94,-0.01,0.04,-0.00,0.00,-0.00,-0.00,0.00
37.515,-0.32,0.03,0.94,-0.01,0.04,-0.00,0.00,-0.00,-0.00,0.00
37.516,-0.32,0.03,0.94,-0.00,0.10,-0.01,0.00,-0.00,-0.00,0.00
37.59,-0.32,0.04,0.95,-0.00,0.10,-0.01,0.00,-0.00,-0.00,0.00
37.592,-0.32,0.04,0.95,-0.00,0.10,-0.01,-0.00,-0.00,0.00,0.00
37.593,-0.32,0.04,0.95,-0.01,0.11,-0.00,-0.00,-0.00,0.00,0.00
37.67,-0.32,0.04,0.95,-0.01,0.11,-0.00,-0.00,-0.00,0.00,0.00
37.672,-0.32,0.04,0.95,-0.01,0.11,-0.00,-0.00,-0.00,-0.00,0.00
37.673,-0.32,0.04,0.95,-0.00,0.13,0.00,-0.00,-0.00,-0.00,0.00
37.71,-0.32,0.04,0.95,-0.00,0.13,0.00,-0.00,-0.00,-0.00,0.00
37.712,-0.32,0.04,0.95,-0.01,0.15,0.01,-0.00,-0.00,-0.00,0.00
37.739,-0.32,0.04,0.95,-0.01,0.15,0.01,-0.00,-0.00,-0.00,0.00
37.791,-0.32,0.05,0.95,-0.01,0.15,0.01,-0.00,-0.00,-0.00,0.00
37.791,-0.32,0.05,0.95,-0.01,0.15,0.01,-0.00,-0.00,-0.00,0.00
37.791,-0.32,0.05,0.95,0.00,0.16,0.00,-0.00,-0.00,-0.00,0.00
37.891,-0.32,0.05,0.95,0.00,0.16,0.00,-0.00,-0.00,-0.00,0.00
