time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
259.865,-0.10,-0.12,0.98,-0.14,0.01,0.04,-0.00,0.00,-0.00,0.00
259.868,-0.10,-0.12,0.98,-0.14,0.01,0.04,-0.00,0.00,-0.00,0.00
259.87,-0.10,-0.12,0.98,-0.14,0.06,0.01,-0.00,0.00,-0.00,0.00
259.924,-0.10,-0.12,0.98,-0.14,0.06,0.01,-0.00,0.00,-0.00,0.00
259.926,-0.10,-0.12,0.98,-0.14,0.06,0.01,-0.00,0.00,-0.00,0.00
259.928,-0.10,-0.12,0.98,-0.09,0.03,-0.01,-0.00,0.00,-0.00,0.00
260.003,-0.09,-0.12,0.98,-0.09,0.03,-0.01,-0.00,0.00,-0.00,0.00
260.006,-0.09,-0.12,0.98,-0.09,0.03,-0.01,-0.00,-0.00,-0.01,0.00
260.008,-0.09,-0.12,0.98,0.00,0.03,-0.03,-0.00,-0.00,-0.01,0.00
260.063,-0.08,-0.12,0.98,0.00,0.03,-0.03,-0.00,-0.00,-0.01,0.00
260.067,-0.08,-0.12,0.98,0.10,0.01,-0.05,-0.00,-0.00,-0.01,0.00
260.068,-0.08,-0.12,0.98,0.10,0.01,-0.05,0.00,-0.00,-0.01,0.00
260.123,-0.07,-0.12,0.98,0.10,0.01,-0.05,0.00,-0.00,-0.01,0.00
260.125,-0.07,-0.12,0.98,0.14,0.01,-0.01,0.00,-0.00,-0.01,0.00
260.126,-0.07,-0.12,0.98,0.14,0.01,-0.01,-0.00,-0.01,-0.01,0.00
260.204,-0.07,-0.12,0.98,0.14,0.01,-0.01,-0.00,-0.01,-0.01,0.00
260.208,-0.07,-0.12,0.98,0.19,-0.01,0.01,-0.00,-0.01,-0.01,0.00
260.209,-0.07,-0.12,0.98,0.19,-0.01,0.01,-0.00,-0.01,-0.01,0.00
260.261,-0.06,-0.13,0.99,0.19,-0.01,0.01,-0.00,-0.01,-0.01,0.00
260.264,-0.06,-0.13,0.99,0.19,-0.01,0.01,-0.00,-0.00,-0.01,0.00
260.266,-0.06,-0.13,0.99,0.18,-0.02,0.05,-0.00,-0.00,-0.01,0.00
260.321,-0.06,-0.13,0.99,0.18,-0.02,0.05,-0.00,-0.00,-0.01,0.00
260.323,-0.06,-0.13,0.99,0.18,-0.02,0.05,-0.00,0.00,-0.01,0.00
260.325,-0.06,-0.13,0.99,0.17,-0.04,0.10,-0.00,0.00,-0.01,0.00
260.401,-0.06,-0.12,1.00,0.17,-0.04,0.10,-0.00,0.00,-0.01,0.00
260.404,-0.06,-0.12,1.00,0.17,-0.04,0.10,0.00,0.00,-0.01,0.00
260.407,-0.06,-0.12,1.00,0.14,-0.01,0.11,0.00,0.00,-0.01,0.00
260.46,-0.07,-0.13,1.00,0.14,-0.01,0.11,0.00,0.00,-0.01,0.00
260.463,-0.07,-0.13,1.00,0.14,-0.01,0.11,-0.00,0.01,-0.01,0.00
260.465,-0.07,-0.13,1.00,0.08,-0.02,0.11,-0.00,0.01,-0.01,0.00
260.521,-0.07,-0.13,1.00,0.08,-0.02,0.11,0.00,0.01,-0.01,0.00
260.523,-0.07,-0.13,1.00,0.03,0.01,0.09,0.00,0.01,-0.01,0.00
260.525,-0.08,-0.12,1.00,0.03,0.01,0.09,0.00,0.01,-0.01,0.00
260.601,-0.08,-0.12,0.99,0.03,0.01,0.09,0.00,0.01,-0.01,0.00
260.604,-0.08,-0.12,0.99,-0.01,0.00,0.05,0.00,0.01,-0.01,0.00
260.606,-0.08,-0.12,0.99,-0.01,0.00,0.05,0.00,0.02,-0.01,0.00
260.66,-0.08,-0.12,0.99,-0.01,0.00,0.05,0.00,0.02,-0.01,0.00
260.671,-0.08,-0.12,0.99,-0.00,0.03,-0.01,0.00,0.02,-0.01,0.00
260.673,-0.08,-0.12,0.99,-0.00,0.03,-0.01,0.00,0.02,-0.01,0.00
260.72,-0.08,-0.12,0.98,-0.00,0.03,-0.01,0.00,0.02,-0.01,0.00
260.723,-0.08,-0.12,0.98,-0.01,0.01,-0.08,0.00,0.02,-0.01,0.00
260.725,-0.08,-0.12,0.98,-0.01,0.01,-0.08,0.00,0.02,-0.01,0.00
260.799,-0.08,-0.12,0.97,-0.01,0.01,-0.08,0.00,0.02,-0.01,0.00
260.801,-0.08,-0.12,0.97,-0.01,0.01,-0.08,0.00,0.02,-0.01,0.00
260.802,-0.08,-0.12,0.97,0.00,0.01,-0.12,0.00,0.02,-0.01,0.00
260.86,-0.09,-0.12,0.97,0.00,0.01,-0.12,0.00,0.02,-0.01,0.00
260.863,-0.09,-0.12,0.97,0.00,0.01,-0.12,0.00,0.02,-0.02,0.00
260.87,-0.09,-0.12,0.97,-0.02,0.02,-0.11,0.00,0.02,-0.02,0.00
260.919,-0.08,-0.12,0.97,-0.02,0.02,-0.11,0.00,0.02,-0.02,0.00
260.923,-0.08,-0.12,0.97,-0.02,0.02,-0.11,0.00,0.01,-0.02,0.00
260.925,-0.08,-0.12,0.97,0.00,0.01,-0.08,0.00,0.01,-0.02,0.00
260.998,-0.08,-0.12,0.97,-0.03,0.04,-0.05,0.00,0.01,-0.02,0.00
261.0,-0.08,-0.12,0.97,-0.03,0.04,-0.05,0.00,0.01,-0.01,0.00
261.001,-0.09,-0.12,0.98,-0.03,0.04,-0.05,0.00,0.01,-0.01,0.00
261.057,-0.08,-0.12,0.98,-0.03,0.04,-0.05,0.00,0.01,-0.01,0.00
261.06,-0.08,-0.12,0.98,-0.03,0.04,-0.05,0.00,0.01,-0.02,0.00
261.061,-0.08,-0.12,0.98,0.02,0.03,-0.02,0.00,0.01,-0.02,0.00
261.118,-0.08,-0.12,0.98,0.02,0.03,-0.02,0.00,0.01,-0.02,0.00
261.121,-0.08,-0.12,0.98,0.02,0.03,-0.02,0.00,0.00,-0.01,0.00
261.123,-0.08,-0.12,0.98,0.04,0.04,-0.04,0.00,0.00,-0.01,0.00
261.196,-0.08,-0.12,0.98,0.09,0.05,-0.04,0.00,0.00,-0.01,0.00
261.198,-0.08,-0.12,0.98,0.09,0.05,-0.04,0.00,0.00,-0.01,0.00
261.2,-0.08,-0.12,0.98,0.09,0.05,-0.04,0.00,-0.00,-0.02,0.00
261.257,-0.08,-0.12,0.98,0.09,0.05,-0.04,0.00,-0.00,-0.01,0.00
261.26,-0.07,-0.12,0.98,0.09,0.05,-0.04,0.00,-0.00,-0.01,0.00
261.261,-0.07,-0.12,0.98,0.09,0.05,-0.03,0.00,-0.00,-0.01,0.00
261.319,-0.07,-0.12,0.98,0.09,0.05,-0.03,0.00,-0.01,-0.02,0.00
261.322,-0.07,-0.12,0.98,0.09,0.05,-0.02,0.00,-0.01,-0.02,0.00
261.323,-0.07,-0.12,0.98,0.09,0.05,-0.02,0.00,-0.01,-0.02,0.00
261.397,-0.07,-0.12,0.98,0.09,0.05,-0.02,0.00,-0.01,-0.02,0.00
261.399,-0.07,-0.12,0.98,0.09,0.05,-0.02,-0.00,-0.01,-0.02,0.00
261.401,-0.07,-0.12,0.98,0.07,0.02,0.02,-0.00,-0.01,-0.02,0.00
261.458,-0.07,-0.11,0.98,0.07,0.02,0.02,-0.00,-0.01,-0.02,0.00
261.461,-0.07,-0.11,0.98,0.07,0.02,0.02,0.00,-0.01,-0.02,0.00
261.462,-0.07,-0.11,0.98,0.09,0.07,0.02,0.00,-0.01,-0.02,0.00
261.552,-0.06,-0.11,0.98,0.09,0.07,0.02,0.00,-0.01,-0.02,0.00
261.555,-0.06,-0.11,0.98,0.09,0.07,0.02,0.00,-0.01,-0.02,0.00
261.556,-0.06,-0.11,0.98,0.12,0.07,0.04,0.00,-0.01,-0.02,0.00
261.596,-0.06,-0.11,0.99,0.12,0.07,0.04,0.00,-0.01,-0.02,0.00
261.599,-0.06,-0.11,0.99,0.12,0.07,0.04,0.00,-0.01,-0.01,0.00
261.6,-0.06,-0.11,0.99,0.10,0.06,0.06,0.00,-0.01,-0.01,0.00
261.656,-0.06,-0.11,0.99,0.10,0.06,0.06,0.00,-0.01,-0.02,0.00
261.657,-0.06,-0.11,0.99,0.12,0.09,0.07,0.00,-0.01,-0.02,0.00
261.658,-0.06,-0.11,0.99,0.12,0.09,0.07,0.00,-0.01,-0.02,0.00
261.735,-0.06,-0.10,0.99,0.12,0.09,0.07,0.00,-0.01,-0.02,0.00
261.736,-0.06,-0.10,0.99,0.10,0.10,0.10,0.00,-0.01,-0.02,0.00
261.736,-0.06,-0.10,0.99,0.10,0.10,0.10,0.00,-0.01,-0.01,0.00
261.795,-0.06,-0.11,0.99,0.10,0.10,0.10,0.00,-0.01,-0.01,0.00
261.799,-0.06,-0.11,0.99,0.09,0.03,0.07,0.00,-0.01,-0.01,0.00
261.8,-0.06,-0.11,0.99,0.09,0.03,0.07,0.00,-0.00,-0.01,0.00
261.865,-0.06,-0.11,0.99,0.09,0.03,0.07,0.00,-0.00,-0.01,0.00
261.868,-0.06,-0.11,0.99,0.09,0.03,0.07,0.00,-0.00,-0.01,0.00
261.869,-0.06,-0.11,0.99,0.09,0.08,0.07,0.00,-0.00,-0.01,0.00
261.935,-0.06,-0.11,0.99,0.09,0.08,0.07,0.00,-0.00,-0.01,0.00
261.938,-0.06,-0.11,0.99,0.09,0.08,0.07,0.00,0.00,-0.01,0.00
261.942,-0.06,-0.11,0.99,0.08,0.04,0.05,0.00,0.00,-0.01,0.00
261.993,-0.06,-0.10,0.99,0.08,0.04,0.05,0.00,0.00,-0.01,0.00
261.995,-0.06,-0.10,0.99,0.08,0.04,0.05,0.00,0.00,-0.01,0.00
261.995,-0.06,-0.10,0.99,0.07,0.09,0.02,0.00,0.00,-0.01,0.00
262.065,-0.06,-0.11,0.99,0.07,0.09,0.02,0.00,0.00,-0.01,0.00
262.068,-0.06,-0.11,0.99,0.07,0.09,0.02,0.00,0.00,-0.01,0.00
262.07,-0.06,-0.11,0.99,0.05,0.05,0.05,0.00,0.00,-0.01,0.00
262.133,-0.06,-0.10,0.99,0.05,0.05,0.05,0.00,0.00,-0.01,0.00
262.137,-0.06,-0.10,0.99,0.05,0.09,0.03,0.00,0.00,-0.01,0.00
262.139,-0.06,-0.10,0.99,0.05,0.09,0.03,0.00,0.01,-0.01,0.00
262.192,-0.06,-0.10,0.99,0.05,0.09,0.03,0.00,0.01,-0.01,0.00
262.195,-0.06,-0.10,0.99,0.05,0.09,0.03,0.00,0.01,-0.01,0.00
262.196,-0.06,-0.10,0.99,0.02,0.05,0.01,0.00,0.01,-0.01,0.00
262.264,-0.06,-0.10,0.99,0.02,0.05,0.01,0.00,0.01,-0.01,0.00
262.266,-0.06,-0.10,0.99,0.02,0.05,0.01,0.00,0.01,-0.01,0.00
262.268,-0.06,-0.10,0.99,0.02,0.10,-0.00,0.00,0.01,-0.01,0.00
262.333,-0.06,-0.10,0.99,0.02,0.10,-0.00,0.00,0.01,-0.01,0.00
262.361,-0.06,-0.10,0.99,0.01,0.06,-0.01,0.00,0.01,-0.01,0.00
262.361,-0.06,-0.10,0.99,0.01,0.06,-0.01,0.00,0.01,-0.01,0.00
262.393,-0.07,-0.10,0.98,0.01,0.06,-0.01,0.00,0.01,-0.01,0.00
262.393,-0.07,-0.10,0.98,-0.05,0.09,-0.02,0.00,0.01,-0.01,0.00
262.394,-0.07,-0.10,0.98,-0.05,0.09,-0.02,0.00,0.01,-0.01,0.00
262.455,-0.07,-0.10,0.99,-0.05,0.09,-0.02,0.00,0.01,-0.01,0.00
262.456,-0.07,-0.10,0.99,-0.05,0.09,-0.02,0.00,0.01,-0.01,0.00
262.457,-0.07,-0.10,0.99,-0.04,0.06,0.00,0.00,0.01,-0.01,0.00
262.532,-0.07,-0.09,0.99,-0.04,0.06,0.00,0.00,0.01,-0.01,0.00
262.534,-0.07,-0.09,0.99,-0.04,0.06,0.00,0.00,0.01,-0.01,0.00
262.536,-0.07,-0.09,0.99,-0.06,0.10,-0.01,0.00,0.01,-0.01,0.00
262.592,-0.08,-0.10,0.99,-0.06,0.10,-0.01,0.00,0.01,-0.01,0.00
262.594,-0.08,-0.10,0.99,-0.06,0.10,-0.01,0.00,0.01,-0.01,0.00
262.596,-0.08,-0.10,0.99,-0.07,0.07,0.00,0.00,0.01,-0.01,0.00
262.662,-0.08,-0.09,0.99,-0.07,0.07,0.00,0.00,0.01,-0.01,0.00
262.664,-0.08,-0.09,0.99,-0.07,0.07,0.00,0.00,0.01,-0.01,0.00
262.666,-0.08,-0.09,0.99,-0.09,0.11,-0.02,0.00,0.01,-0.01,0.00
262.731,-0.08,-0.10,0.98,-0.09,0.11,-0.02,0.00,0.01,-0.01,0.00
262.733,-0.08,-0.10,0.98,-0.09,0.11,-0.02,0.00,0.00,-0.01,0.00
262.735,-0.08,-0.10,0.98,-0.10,0.05,-0.03,0.00,0.00,-0.01,0.00
262.792,-0.08,-0.09,0.98,-0.10,0.05,-0.03,0.00,0.00,-0.01,0.00
262.795,-0.08,-0.09,0.98,-0.10,0.05,-0.03,0.00,0.00,-0.01,0.00
262.796,-0.08,-0.09,0.98,-0.09,0.08,-0.05,0.00,0.00,-0.01,0.00
262.859,-0.08,-0.09,0.98,-0.09,0.08,-0.05,0.00,0.00,-0.01,0.00
262.862,-0.08,-0.09,0.98,-0.09,0.08,-0.05,0.00,0.00,-0.01,0.00
262.865,-0.08,-0.09,0.98,-0.08,0.08,-0.06,0.00,0.00,-0.01,0.00
262.929,-0.08,-0.09,0.98,-0.08,0.08,-0.06,0.00,-0.00,-0.01,0.00
262.93,-0.08,-0.09,0.98,-0.05,0.05,-0.03,0.00,-0.00,-0.01,0.00
262.932,-0.08,-0.09,0.98,-0.05,0.05,-0.03,0.00,-0.00,-0.01,0.00
262.99,-0.08,-0.09,0.98,-0.05,0.05,-0.03,0.00,-0.00,-0.01,0.00
262.991,-0.08,-0.09,0.98,-0.05,0.05,-0.03,-0.00,-0.01,-0.01,0.00
262.992,-0.08,-0.09,0.98,-0.04,0.08,-0.05,-0.00,-0.01,-0.01,0.00
263.071,-0.08,-0.10,0.98,-0.04,0.08,-0.05,-0.00,-0.01,-0.01,0.00
263.073,-0.08,-0.10,0.98,-0.04,0.08,-0.05,0.00,-0.01,-0.01,0.00
263.074,-0.08,-0.10,0.98,-0.03,0.02,-0.03,0.00,-0.01,-0.01,0.00
263.129,-0.07,-0.09,0.98,-0.03,0.02,-0.03,0.00,-0.01,-0.01,0.00
263.132,-0.07,-0.09,0.98,-0.03,0.02,-0.03,-0.00,-0.01,-0.01,0.00
263.133,-0.07,-0.09,0.98,-0.00,0.04,-0.02,-0.00,-0.01,-0.01,0.00
263.19,-0.07,-0.09,0.98,-0.00,0.04,-0.02,0.00,-0.01,-0.01,0.00
263.198,-0.07,-0.10,0.98,-0.00,0.04,-0.02,0.00,-0.01,-0.01,0.00
263.2,-0.07,-0.10,0.98,0.01,0.01,-0.00,0.00,-0.01,-0.01,0.00
263.268,-0.07,-0.10,0.98,0.01,0.01,-0.00,0.00,-0.01,-0.01,0.00
263.27,-0.07,-0.10,0.98,0.03,0.04,0.02,0.00,-0.01,-0.01,0.00
263.271,-0.07,-0.09,0.99,0.03,0.04,0.02,0.00,-0.01,-0.01,0.00
263.328,-0.06,-0.09,0.99,0.03,0.04,0.02,0.00,-0.01,-0.01,0.00
263.331,-0.06,-0.09,0.99,0.03,0.04,0.02,0.00,-0.01,-0.01,0.00
263.333,-0.06,-0.09,0.99,0.06,0.03,0.06,0.00,-0.01,-0.01,0.00
263.388,-0.06,-0.09,0.99,0.06,0.03,0.06,0.00,-0.01,-0.01,0.00
263.391,-0.06,-0.09,0.99,0.06,0.03,0.06,0.00,-0.01,-0.02,0.00
263.393,-0.06,-0.09,0.99,0.08,0.02,0.09,0.00,-0.01,-0.02,0.00
263.474,-0.06,-0.10,1.00,0.08,0.02,0.09,0.00,-0.01,-0.02,0.00
263.477,-0.06,-0.10,1.00,0.08,0.02,0.09,-0.00,-0.00,-0.01,0.00
263.478,-0.06,-0.10,1.00,0.07,0.00,0.09,-0.00,-0.00,-0.01,0.00
263.526,-0.06,-0.10,1.00,0.07,0.00,0.09,-0.00,-0.00,-0.01,0.00
263.528,-0.06,-0.10,1.00,0.07,0.00,0.09,-0.00,-0.00,-0.01,0.00
263.529,-0.06,-0.10,1.00,0.09,-0.00,0.09,-0.00,-0.00,-0.01,0.00
263.587,-0.06,-0.10,0.99,0.09,-0.00,0.09,-0.00,-0.00,-0.01,0.00
263.589,-0.06,-0.10,0.99,0.09,-0.00,0.09,0.00,0.00,-0.01,0.00
263.591,-0.06,-0.10,0.99,0.07,0.00,0.06,0.00,0.00,-0.01,0.00
263.674,-0.06,-0.10,0.99,0.07,0.00,0.06,0.00,0.00,-0.01,0.00
263.676,-0.06,-0.10,0.99,0.07,0.00,0.06,0.00,0.00,-0.01,0.00
263.677,-0.06,-0.10,0.99,0.04,-0.00,0.03,0.00,0.00,-0.01,0.00
263.726,-0.06,-0.09,0.99,0.04,-0.00,0.03,0.00,0.00,-0.01,0.00
263.728,-0.06,-0.09,0.99,0.04,-0.00,0.03,0.00,0.00,-0.01,0.00
263.729,-0.06,-0.09,0.99,0.04,0.01,0.01,0.00,0.00,-0.01,0.00
263.786,-0.06,-0.10,0.99,0.04,0.01,0.01,0.00,0.00,-0.01,0.00
263.788,-0.06,-0.10,0.99,0.04,0.01,0.01,0.00,0.00,-0.01,0.00
263.789,-0.06,-0.10,0.99,0.02,-0.01,-0.03,0.00,0.00,-0.01,0.00
263.877,-0.07,-0.09,0.98,0.02,-0.01,-0.03,0.00,0.00,-0.01,0.00
263.88,-0.07,-0.09,0.98,-0.00,0.05,-0.05,0.00,0.00,-0.01,0.00
263.881,-0.07,-0.09,0.98,-0.00,0.05,-0.05,-0.00,0.00,-0.01,0.00
263.926,-0.07,-0.09,0.98,-0.00,0.05,-0.05,0.00,0.00,-0.01,0.00
263.927,-0.07,-0.09,0.98,-0.07,0.01,-0.05,0.00,0.00,-0.01,0.00
263.928,-0.07,-0.09,0.98,-0.07,0.01,-0.05,0.00,0.00,-0.01,0.00
263.985,-0.08,-0.10,0.98,-0.07,0.01,-0.05,0.00,0.00,-0.01,0.00
263.987,-0.08,-0.10,0.98,-0.11,0.00,-0.05,0.00,0.00,-0.01,0.00
263.987,-0.08,-0.10,0.98,-0.11,0.00,-0.05,-0.00,-0.00,-0.01,0.00
264.07,-0.08,-0.09,0.98,-0.11,0.00,-0.05,-0.00,-0.00,-0.01,0.00
264.072,-0.08,-0.09,0.98,-0.11,0.00,-0.05,-0.00,-0.00,-0.01,0.00
264.073,-0.08,-0.09,0.98,-0.10,0.04,-0.10,-0.00,-0.00,-0.01,0.00
264.126,-0.08,-0.09,0.98,-0.10,0.04,-0.10,-0.00,-0.00,-0.01,0.00
264.128,-0.08,-0.09,0.98,-0.10,0.04,-0.10,-0.00,-0.00,-0.01,0.00
264.13,-0.08,-0.09,0.98,-0.12,0.03,-0.07,-0.00,-0.00,-0.01,0.00
264.185,-0.08,-0.09,0.98,-0.12,0.03,-0.07,-0.00,-0.00,-0.01,0.00
264.187,-0.08,-0.09,0.98,-0.12,0.03,-0.07,-0.00,-0.01,-0.01,0.00
264.188,-0.08,-0.09,0.98,-0.12,0.04,-0.06,-0.00,-0.01,-0.01,0.00
264.273,-0.08,-0.09,0.98,-0.12,0.04,-0.06,-0.00,-0.01,-0.01,0.00
264.276,-0.08,-0.09,0.98,-0.12,0.04,-0.06,0.00,-0.01,-0.01,0.00
264.277,-0.08,-0.09,0.98,-0.09,0.02,-0.04,0.00,-0.01,-0.01,0.00
264.324,-0.08,-0.09,0.98,-0.09,0.02,-0.04,0.00,-0.01,-0.01,0.00
264.326,-0.08,-0.09,0.98,-0.09,0.02,-0.04,0.00,-0.01,-0.01,0.00
264.327,-0.08,-0.09,0.98,-0.06,0.01,-0.01,0.00,-0.01,-0.01,0.00
264.384,-0.07,-0.09,0.99,-0.06,0.01,-0.01,0.00,-0.01,-0.01,0.00
264.386,-0.07,-0.09,0.99,-0.03,0.04,0.03,0.00,-0.01,-0.01,0.00
264.387,-0.07,-0.09,0.99,-0.03,0.04,0.03,0.00,-0.01,-0.01,0.00
264.471,-0.07,-0.09,0.99,-0.03,0.04,0.03,0.00,-0.01,-0.01,0.00
264.473,-0.07,-0.09,0.99,-0.03,0.04,0.03,-0.00,-0.01,-0.01,0.00
264.475,-0.07,-0.09,0.99,-0.01,0.01,0.07,-0.00,-0.01,-0.01,0.00
264.523,-0.07,-0.09,1.00,-0.01,0.01,0.07,-0.00,-0.01,-0.01,0.00
264.526,-0.07,-0.09,1.00,-0.01,0.01,0.07,-0.00,-0.01,-0.01,0.00
264.557,-0.07,-0.09,1.00,0.01,0.00,0.11,-0.00,-0.01,-0.01,0.00
264.603,-0.07,-0.09,1.00,0.01,0.00,0.11,-0.00,-0.01,-0.01,0.00
264.604,-0.07,-0.09,1.00,0.01,0.00,0.11,-0.00,-0.01,-0.00,0.00
264.604,-0.07,-0.09,1.00,0.01,0.04,0.09,-0.00,-0.01,-0.00,0.00
264.665,-0.07,-0.09,0.99,0.01,0.04,0.09,-0.00,-0.01,-0.00,0.00
264.666,-0.07,-0.09,0.99,0.01,0.04,0.09,-0.00,-0.01,-0.00,0.00
264.667,-0.07,-0.09,0.99,0.02,0.01,0.05,-0.00,-0.01,-0.00,0.00
264.721,-0.07,-0.09,0.99,0.02,0.01,0.05,-0.00,-0.01,-0.00,0.00
264.723,-0.07,-0.09,0.99,0.02,0.01,0.05,-0.00,-0.00,-0.00,0.00
264.723,-0.07,-0.09,0.99,0.00,0.05,0.03,-0.00,-0.00,-0.00,0.00
264.801,-0.06,-0.09,0.99,0.00,0.05,0.03,-0.00,-0.00,-0.00,0.00
264.803,-0.06,-0.09,0.99,0.00,0.05,0.03,-0.00,-0.00,-0.00,0.00
264.804,-0.06,-0.09,0.99,0.03,0.03,-0.02,-0.00,-0.00,-0.00,0.00
264.862,-0.07,-0.08,0.98,0.03,0.03,-0.02,-0.00,-0.00,-0.00,0.00
264.864,-0.07,-0.08,0.98,0.03,0.03,-0.02,-0.00,-0.00,-0.00,0.00
264.866,-0.07,-0.08,0.98,-0.00,0.06,-0.05,-0.00,-0.00,-0.00,0.00
264.92,-0.07,-0.08,0.98,-0.00,0.06,-0.05,-0.00,-0.00,-0.00,0.00
264.921,-0.07,-0.08,0.98,-0.00,0.06,-0.05,-0.00,-0.00,0.00,0.00
264.922,-0.07,-0.08,0.98,-0.01,0.06,-0.06,-0.00,-0.00,0.00,0.00
265.0,-0.07,-0.08,0.98,-0.01,0.06,-0.06,-0.00,-0.00,0.00,0.00
265.003,-0.07,-0.08,0.98,-0.01,0.06,-0.06,-0.00,-0.01,-0.00,0.00
265.004,-0.07,-0.08,0.98,-0.04,0.11,-0.05,-0.00,-0.01,-0.00,0.00
265.062,-0.07,-0.08,0.98,-0.04,0.11,-0.05,-0.00,-0.01,-0.00,0.00
265.064,-0.07,-0.08,0.98,-0.04,0.11,-0.05,-0.00,-0.01,0.00,0.00
265.066,-0.07,-0.08,0.98,-0.07,0.08,-0.02,-0.00,-0.01,0.00,0.00
265.12,-0.07,-0.08,0.98,-0.07,0.08,-0.02,-0.00,-0.01,-0.00,0.00
265.123,-0.07,-0.08,0.98,-0.06,0.14,-0.01,-0.00,-0.01,-0.00,0.00
265.124,-0.07,-0.07,0.99,-0.06,0.14,-0.01,-0.00,-0.01,-0.00,0.00
265.199,-0.07,-0.08,0.99,-0.06,0.14,-0.01,-0.00,-0.01,-0.00,0.00
265.201,-0.07,-0.08,0.99,-0.06,0.14,-0.01,-0.00,-0.01,-0.00,0.00
265.202,-0.07,-0.08,0.99,-0.07,0.08,0.03,-0.00,-0.01,-0.00,0.00
265.26,-0.07,-0.08,0.99,-0.07,0.08,0.03,-0.00,-0.01,-0.00,0.00
265.263,-0.07,-0.08,0.99,-0.05,0.07,0.06,-0.00,-0.01,-0.00,0.00
265.265,-0.07,-0.08,0.99,-0.05,0.07,0.06,0.00,-0.01,0.00,0.00
265.319,-0.07,-0.07,0.99,-0.05,0.07,0.06,0.00,-0.01,0.00,0.00
265.321,-0.07,-0.07,0.99,-0.05,0.07,0.06,0.00,-0.01,0.00,0.00
265.322,-0.07,-0.07,0.99,-0.06,0.10,0.06,0.00,-0.01,0.00,0.00
265.4,-0.08,-0.08,1.00,-0.06,0.10,0.06,0.00,-0.01,0.00,0.00
265.403,-0.08,-0.08,1.00,-0.07,0.05,0.08,0.00,-0.01,0.00,0.00
265.405,-0.08,-0.08,1.00,-0.07,0.05,0.08,-0.00,-0.00,0.00,0.00
265.46,-0.08,-0.08,1.00,-0.07,0.05,0.08,-0.00,-0.00,0.00,0.00
265.463,-0.08,-0.08,1.00,-0.07,0.05,0.08,0.00,-0.00,0.00,0.00
265.465,-0.08,-0.08,1.00,-0.09,0.07,0.07,0.00,-0.00,0.00,0.00
265.52,-0.08,-0.07,0.99,-0.09,0.07,0.07,0.00,-0.00,0.00,0.00
265.523,-0.08,-0.07,0.99,-0.09,0.07,0.07,-0.00,-0.00,0.00,0.00
265.525,-0.08,-0.07,0.99,-0.09,0.06,0.02,-0.00,-0.00,0.00,0.00
265.599,-0.08,-0.07,0.99,-0.09,0.06,0.02,-0.00,-0.00,0.00,0.00
265.601,-0.08,-0.07,0.99,-0.09,0.06,0.02,-0.00,-0.00,0.00,0.00
265.603,-0.08,-0.07,0.99,-0.07,0.08,-0.00,-0.00,-0.00,0.00,0.00
265.66,-0.08,-0.07,0.99,-0.07,0.08,-0.00,-0.00,-0.00,-0.00,0.00
265.663,-0.08,-0.07,0.99,-0.07,0.05,-0.00,-0.00,-0.00,-0.00,0.00
265.665,-0.08,-0.07,0.99,-0.07,0.05,-0.00,-0.00,-0.00,-0.00,0.00
265.718,-0.08,-0.07,0.99,-0.07,0.05,-0.00,-0.00,-0.00,0.00,0.00
265.721,-0.08,-0.07,0.99,-0.04,0.05,-0.00,-0.00,-0.00,0.00,0.00
265.722,-0.08,-0.07,0.99,-0.04,0.05,-0.00,-0.00,-0.00,0.00,0.00
265.801,-0.08,-0.07,0.99,-0.04,0.05,-0.00,-0.00,-0.00,-0.00,0.00
265.804,-0.08,-0.07,0.99,-0.02,0.05,-0.03,-0.00,-0.00,-0.00,0.00
265.806,-0.08,-0.07,0.99,-0.02,0.05,-0.03,-0.00,-0.00,-0.00,0.00
265.86,-0.08,-0.07,0.99,-0.02,0.05,-0.03,-0.00,-0.00,-0.00,0.00
265.862,-0.08,-0.07,0.99,-0.02,0.05,-0.03,-0.00,-0.00,0.00,0.00
265.864,-0.08,-0.07,0.99,-0.03,0.04,-0.02,-0.00,-0.00,0.00,0.00
265.917,-0.08,-0.07,0.99,-0.03,0.04,-0.02,0.00,-0.00,0.00,0.00
265.919,-0.08,-0.07,0.99,-0.00,0.02,-0.01,0.00,-0.00,0.00,0.00
265.92,-0.07,-0.08,0.99,-0.00,0.02,-0.01,0.00,-0.00,0.00,0.00
265.999,-0.08,-0.07,0.98,-0.00,0.02,-0.01,0.00,-0.00,0.00,0.00
266.0,-0.08,-0.07,0.98,-0.00,0.02,-0.01,-0.00,-0.00,0.00,0.00
266.001,-0.08,-0.07,0.98,-0.03,0.03,-0.04,-0.00,-0.00,0.00,0.00
266.058,-0.08,-0.07,0.98,-0.01,0.03,-0.01,-0.00,-0.00,0.00,0.00
266.059,-0.08,-0.07,0.98,-0.01,0.03,-0.01,0.00,-0.00,0.00,0.00
266.059,-0.07,-0.07,0.99,-0.01,0.03,-0.01,0.00,-0.00,0.00,0.00
266.136,-0.07,-0.07,0.99,-0.02,0.01,-0.00,0.00,-0.00,0.00,0.00
266.138,-0.07,-0.07,0.99,-0.02,0.01,-0.00,0.00,-0.00,0.00,0.00
