time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
371.02,-0.07,-0.07,0.99,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00
371.022,-0.07,-0.07,0.99,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00
371.024,-0.07,-0.07,0.99,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00
371.099,-0.07,-0.07,0.99,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00
371.103,-0.07,-0.07,0.99,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00
371.104,-0.07,-0.07,0.99,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00
371.177,-0.07,-0.07,0.99,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00
371.18,-0.07,-0.07,0.99,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00
371.183,-0.07,-0.07,0.99,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00
371.218,-0.07,-0.07,0.99,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00
371.22,-0.07,-0.07,0.99,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00
371.221,-0.07,-0.07,0.99,0.00,0.00,-0.01,-0.00,0.00,0.00,0.00
371.298,-0.07,-0.07,0.99,0.00,0.00,-0.01,-0.00,0.00,0.00,0.00
371.301,-0.07,-0.07,0.99,0.00,0.00,-0.01,-0.00,0.00,-0.00,0.00
371.332,-0.07,-0.07,0.99,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00
371.377,-0.07,-0.07,0.99,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00
371.379,-0.07,-0.07,0.99,0.00,0.00,0.00,-0.00,0.00,0.00,0.00
371.38,-0.07,-0.07,0.99,0.00,-0.00,0.01,-0.00,0.00,0.00,0.00
371.418,-0.07,-0.07,0.99,0.00,-0.00,0.01,-0.00,0.00,0.00,0.00
371.419,-0.07,-0.07,0.99,0.00,-0.00,0.01,-0.00,-0.00,-0.00,0.00
371.42,-0.07,-0.07,0.99,-0.00,-0.00,0.01,-0.00,-0.00,-0.00,0.00
371.498,-0.07,-0.07,0.99,-0.00,-0.00,0.01,-0.00,-0.00,-0.00,0.00
371.499,-0.07,-0.07,0.99,-0.00,-0.00,0.01,-0.00,-0.00,0.00,0.00
371.499,-0.07,-0.07,0.99,-0.01,0.00,-0.01,-0.00,-0.00,0.00,0.00
371.576,-0.07,-0.07,0.99,-0.01,0.00,-0.01,-0.00,-0.00,0.00,0.00
371.578,-0.07,-0.07,0.99,-0.01,0.00,-0.01,-0.00,-0.00,-0.00,0.00
371.579,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
371.616,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
371.618,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
371.619,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
371.696,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
371.699,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00
371.701,-0.07,-0.07,0.99,0.01,0.00,0.01,-0.00,-0.00,0.00,0.00
371.777,-0.07,-0.07,0.99,0.01,0.00,0.01,-0.00,-0.00,0.00,0.00
371.78,-0.07,-0.07,0.99,0.01,0.00,0.01,-0.00,-0.00,-0.00,0.00
371.781,-0.07,-0.07,0.99,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00
371.815,-0.07,-0.07,0.99,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00
371.817,-0.07,-0.07,0.99,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00
371.818,-0.07,-0.07,0.99,0.00,-0.00,-0.00,0.00,-0.00,-0.00,0.00
371.896,-0.07,-0.07,0.99,0.00,0.00,0.01,0.00,-0.00,-0.00,0.00
371.899,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
371.901,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
371.975,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
371.977,-0.07,-0.07,0.99,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00
371.978,-0.07,-0.07,0.99,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00
372.013,-0.07,-0.07,0.99,0.00,-0.00,0.01,-0.00,-0.00,-0.00,0.00
372.015,-0.07,-0.07,0.99,0.00,-0.00,0.01,-0.00,-0.00,-0.00,0.00
372.015,-0.07,-0.07,0.99,0.00,-0.00,0.01,-0.00,-0.00,-0.00,0.00
372.094,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
372.096,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,0.00,-0.00,0.00
372.097,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,0.00,-0.00,0.00
372.174,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,0.00,-0.00,0.00
372.176,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,-0.00,0.00,0.00
372.177,-0.07,-0.07,0.99,0.01,0.00,0.01,-0.00,-0.00,0.00,0.00
372.213,-0.07,-0.07,0.99,0.01,0.00,0.01,-0.00,-0.00,0.00,0.00
372.215,-0.07,-0.07,0.99,0.01,0.00,0.01,0.00,-0.00,-0.00,0.00
372.216,-0.07,-0.07,0.99,0.00,0.00,0.02,0.00,-0.00,-0.00,0.00
372.293,-0.07,-0.07,0.99,0.00,0.00,0.02,0.00,-0.00,-0.00,0.00
372.295,-0.07,-0.07,0.99,0.01,0.00,0.00,0.00,-0.00,-0.00,0.00
372.296,-0.07,-0.07,0.99,0.01,0.00,0.00,0.00,0.00,0.00,0.00
372.373,-0.07,-0.07,0.99,0.01,0.00,0.00,0.00,0.00,0.00,0.00
372.376,-0.07,-0.07,0.99,0.01,0.00,0.00,-0.00,0.00,0.00,0.00
372.379,-0.07,-0.07,0.99,0.00,0.00,-0.01,-0.00,0.00,0.00,0.00
372.412,-0.07,-0.07,0.99,0.00,0.00,-0.01,-0.00,0.00,0.00,0.00
372.414,-0.07,-0.07,0.99,0.00,0.00,-0.01,-0.00,0.00,0.00,0.00
372.415,-0.07,-0.07,0.99,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00
372.491,-0.07,-0.07,0.99,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00
372.493,-0.07,-0.07,0.99,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00
372.494,-0.07,-0.07,0.99,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00
372.571,-0.07,-0.07,0.99,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00
372.573,-0.07,-0.07,0.99,-0.01,-0.00,-0.00,-0.00,0.00,0.00,0.00
372.573,-0.07,-0.07,0.99,-0.01,-0.00,-0.00,-0.00,0.00,0.00,0.00
372.611,-0.07,-0.07,0.99,-0.01,-0.00,-0.00,-0.00,0.00,0.00,0.00
372.613,-0.07,-0.07,0.99,0.00,0.01,-0.01,-0.00,0.00,0.00,0.00
372.615,-0.07,-0.07,0.99,0.00,0.01,-0.01,-0.00,0.00,0.00,0.00
372.692,-0.07,-0.07,0.99,0.00,0.01,-0.01,-0.00,0.00,0.00,0.00
372.695,-0.07,-0.07,0.99,0.00,0.01,-0.01,0.00,0.00,-0.00,0.00
372.696,-0.07,-0.07,0.99,0.00,-0.00,-0.01,0.00,0.00,-0.00,0.00
372.771,-0.07,-0.07,0.99,0.00,-0.00,-0.01,0.00,0.00,-0.00,0.00
372.773,-0.07,-0.07,0.99,0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
372.776,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00
372.81,-0.07,-0.07,0.99,-0.01,-0.00,0.00,-0.00,-0.00,0.00,0.00
372.812,-0.07,-0.07,0.99,-0.01,-0.00,0.00,-0.00,-0.00,-0.00,0.00
372.813,-0.07,-0.07,0.99,-0.01,-0.00,0.00,-0.00,-0.00,-0.00,0.00
372.891,-0.07,-0.07,0.99,-0.01,-0.00,0.00,-0.00,-0.00,-0.00,0.00
372.893,-0.07,-0.07,0.99,-0.01,-0.00,0.00,-0.00,-0.00,0.00,0.00
372.893,-0.07,-0.07,0.99,-0.01,-0.00,0.02,-0.00,-0.00,0.00,0.00
372.97,-0.07,-0.07,0.99,-0.01,-0.00,0.02,-0.00,-0.00,0.00,0.00
372.971,-0.07,-0.07,0.99,-0.01,-0.00,0.02,-0.00,-0.00,-0.00,0.00
372.972,-0.07,-0.07,0.99,-0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
373.011,-0.07,-0.07,0.99,-0.01,0.00,-0.01,-0.00,-0.00,-0.00,0.00
373.012,-0.07,-0.07,0.99,-0.01,0.00,-0.01,-0.00,-0.00,-0.00,0.00
373.012,-0.07,-0.07,0.99,-0.01,0.00,-0.01,-0.00,-0.00,0.00,0.00
373.089,-0.07,-0.07,0.99,-0.01,0.00,-0.01,-0.00,-0.00,0.00,0.00
373.091,-0.07,-0.07,0.99,-0.01,0.00,-0.01,0.00,-0.00,0.00,0.00
373.094,-0.07,-0.07,0.99,-0.00,0.00,-0.02,0.00,-0.00,0.00,0.00
373.175,-0.07,-0.07,0.99,-0.00,0.00,-0.02,0.00,-0.00,0.00,0.00
373.177,-0.07,-0.07,0.99,-0.00,0.00,-0.02,-0.00,-0.00,-0.00,0.00
373.179,-0.07,-0.07,0.99,-0.00,-0.00,-0.03,-0.00,-0.00,-0.00,0.00
373.21,-0.07,-0.07,0.99,-0.00,-0.00,-0.03,-0.00,-0.00,0.00,0.00
373.212,-0.07,-0.07,0.99,0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
373.213,-0.07,-0.07,0.99,0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
373.288,-0.07,-0.07,0.99,0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
373.293,-0.07,-0.07,0.99,0.00,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
373.296,-0.07,-0.07,0.99,-0.00,0.00,0.02,-0.00,-0.00,-0.00,0.00
373.369,-0.07,-0.07,0.99,-0.00,0.00,0.02,-0.00,-0.00,-0.00,0.00
373.371,-0.07,-0.07,0.99,-0.00,0.00,0.02,-0.00,-0.00,0.00,0.00
373.373,-0.07,-0.07,0.99,-0.00,0.00,0.02,-0.00,-0.00,0.00,0.00
373.408,-0.07,-0.07,0.99,-0.00,0.00,0.02,-0.00,-0.00,0.00,0.00
373.411,-0.07,-0.07,0.99,0.01,-0.00,0.01,-0.00,-0.00,0.00,0.00
373.413,-0.07,-0.07,0.99,0.01,-0.00,0.01,-0.00,-0.00,-0.00,0.00
373.488,-0.07,-0.07,0.99,0.01,-0.00,0.01,-0.00,-0.00,-0.00,0.00
373.492,-0.07,-0.07,0.99,0.01,-0.00,0.01,-0.00,-0.00,0.00,0.00
373.493,-0.07,-0.07,0.99,0.01,-0.00,0.00,-0.00,-0.00,0.00,0.00
373.568,-0.07,-0.07,0.99,0.01,-0.00,0.00,-0.00,-0.00,0.00,0.00
373.569,-0.07,-0.07,0.99,0.01,-0.00,0.00,-0.00,-0.00,0.00,0.00
373.569,-0.07,-0.07,0.99,0.01,-0.00,0.00,-0.00,-0.00,0.00,0.00
373.608,-0.07,-0.07,0.99,0.01,-0.00,0.00,-0.00,-0.00,0.00,0.00
373.611,-0.07,-0.07,0.99,0.01,-0.00,0.00,-0.00,0.00,0.00,0.00
373.611,-0.07,-0.07,0.99,0.01,0.00,0.00,-0.00,0.00,0.00,0.00
373.688,-0.07,-0.07,0.99,0.01,0.00,0.00,-0.00,0.00,0.00,0.00
373.692,-0.07,-0.07,0.99,0.01,0.00,0.00,-0.00,0.00,0.00,0.00
373.694,-0.07,-0.07,0.99,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00
373.766,-0.07,-0.07,0.99,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00
373.768,-0.07,-0.07,0.99,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00
373.769,-0.07,-0.07,0.99,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00
373.806,-0.07,-0.07,0.99,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00
373.808,-0.07,-0.07,0.99,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00
373.808,-0.07,-0.07,0.99,-0.00,-0.00,-0.01,-0.00,0.00,0.00,0.00
373.889,-0.07,-0.07,0.99,-0.00,-0.00,-0.01,-0.00,0.00,0.00,0.00
373.896,-0.07,-0.07,0.99,-0.00,-0.00,-0.01,0.00,-0.00,0.00,0.00
373.898,-0.07,-0.07,0.99,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00
373.966,-0.07,-0.07,0.99,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00
373.968,-0.07,-0.07,0.99,-0.01,-0.00,0.01,0.00,-0.00,0.00,0.00
373.97,-0.07,-0.07,0.99,-0.01,-0.00,0.01,-0.00,-0.00,0.00,0.00
374.046,-0.07,-0.07,0.99,-0.01,-0.00,0.01,-0.00,-0.00,0.00,0.00
374.05,-0.07,-0.07,0.99,-0.01,0.00,-0.01,-0.00,-0.00,0.00,0.00
374.052,-0.07,-0.07,0.99,-0.01,0.00,-0.01,-0.00,-0.00,0.00,0.00
374.103,-0.07,-0.07,0.99,-0.01,0.00,-0.01,-0.00,-0.00,0.00,0.00
374.107,-0.07,-0.07,0.99,-0.01,0.00,-0.01,-0.00,-0.00,-0.00,0.00
374.111,-0.07,-0.07,0.99,-0.01,-0.00,-0.02,-0.00,-0.00,-0.00,0.00
374.165,-0.07,-0.07,0.99,-0.01,-0.00,-0.02,-0.00,-0.00,-0.00,0.00
374.168,-0.07,-0.07,0.99,-0.01,-0.00,-0.02,-0.00,-0.00,0.00,0.00
374.169,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00
374.245,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00
374.246,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00
374.247,-0.07,-0.07,0.99,-0.01,0.00,0.01,-0.00,-0.00,0.00,0.00
374.285,-0.07,-0.07,0.99,-0.01,0.00,0.01,-0.00,-0.00,0.00,0.00
374.286,-0.07,-0.07,0.99,-0.01,0.00,0.01,-0.00,-0.00,-0.00,0.00
374.287,-0.07,-0.07,0.99,-0.01,-0.00,0.01,-0.00,-0.00,-0.00,0.00
374.364,-0.07,-0.07,0.99,-0.01,-0.00,0.01,-0.00,-0.00,-0.00,0.00
374.366,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
374.368,-0.07,-0.07,0.99,0.00,0.00,0.01,0.00,-0.00,-0.00,0.00
374.443,-0.07,-0.07,0.99,0.00,0.00,0.01,0.00,-0.00,-0.00,0.00
374.446,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
374.448,-0.07,-0.07,0.99,0.00,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
374.489,-0.07,-0.07,0.99,0.00,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
374.493,-0.07,-0.07,0.99,0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00
374.495,-0.07,-0.07,0.99,0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00
374.565,-0.07,-0.07,0.99,0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00
374.567,-0.07,-0.07,0.99,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00
374.569,-0.07,-0.07,0.99,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00
374.643,-0.07,-0.07,0.99,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00
374.646,-0.07,-0.07,0.99,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00
374.648,-0.07,-0.07,0.99,0.01,0.00,0.01,0.00,-0.00,0.00,0.00
374.697,-0.07,-0.07,0.99,0.01,0.00,0.01,0.00,-0.00,0.00,0.00
374.7,-0.07,-0.07,0.99,0.01,0.00,0.01,-0.00,-0.00,-0.00,0.00
374.701,-0.07,-0.07,0.99,0.01,-0.00,0.01,-0.00,-0.00,-0.00,0.00
374.763,-0.07,-0.07,0.99,0.01,-0.00,0.01,-0.00,-0.00,-0.00,0.00
374.767,-0.07,-0.07,0.99,0.01,-0.00,0.01,-0.00,0.00,-0.00,0.00
374.768,-0.07,-0.07,0.99,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00
374.842,-0.07,-0.07,0.99,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00
374.844,-0.07,-0.07,0.99,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00
374.845,-0.07,-0.07,0.99,0.00,-0.00,-0.01,-0.00,0.00,0.00,0.00
374.894,-0.07,-0.07,0.99,0.00,-0.00,-0.01,-0.00,0.00,0.00,0.00
374.897,-0.07,-0.07,0.99,-0.01,0.00,0.01,-0.00,0.00,0.00,0.00
374.898,-0.07,-0.07,0.99,-0.01,0.00,0.01,-0.00,0.00,-0.00,0.00
374.962,-0.07,-0.07,0.99,-0.01,0.00,0.01,-0.00,0.00,-0.00,0.00
374.964,-0.07,-0.07,0.99,-0.01,0.00,0.01,0.00,0.00,-0.00,0.00
374.965,-0.07,-0.07,0.99,-0.00,0.01,0.01,0.00,0.00,-0.00,0.00
375.041,-0.07,-0.07,0.99,-0.00,0.01,0.01,0.00,0.00,-0.00,0.00
375.042,-0.07,-0.07,0.99,-0.00,0.01,0.01,-0.00,-0.00,-0.00,0.00
375.043,-0.07,-0.07,0.99,-0.01,-0.00,0.00,-0.00,-0.00,-0.00,0.00
375.086,-0.07,-0.07,0.99,-0.01,-0.00,0.00,-0.00,-0.00,-0.00,0.00
375.087,-0.07,-0.07,0.99,-0.01,-0.00,0.00,-0.00,-0.00,0.00,0.00
375.087,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00
375.161,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00
375.164,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
375.165,-0.07,-0.07,0.99,-0.00,0.00,-0.01,-0.00,-0.00,-0.00,0.00
375.24,-0.07,-0.07,0.99,-0.00,0.00,-0.01,-0.00,-0.00,-0.00,0.00
375.243,-0.07,-0.07,0.99,-0.00,0.00,-0.01,-0.00,-0.00,0.00,0.00
375.244,-0.07,-0.07,0.99,-0.00,-0.00,-0.02,-0.00,-0.00,0.00,0.00
375.296,-0.07,-0.07,0.99,-0.00,-0.00,-0.02,-0.00,-0.00,0.00,0.00
375.298,-0.07,-0.07,0.99,-0.00,-0.00,-0.02,0.00,-0.00,0.00,0.00
375.3,-0.07,-0.07,0.99,0.00,-0.00,-0.01,0.00,-0.00,0.00,0.00
375.36,-0.07,-0.07,0.99,0.00,-0.00,-0.01,0.00,-0.00,0.00,0.00
375.363,-0.07,-0.07,0.99,0.00,-0.00,-0.01,0.00,-0.00,-0.00,0.00
375.364,-0.07,-0.07,0.99,-0.00,-0.00,-0.01,0.00,-0.00,-0.00,0.00
375.44,-0.07,-0.07,0.99,-0.00,-0.00,-0.01,0.00,-0.00,-0.00,0.00
375.442,-0.07,-0.07,0.99,-0.00,-0.00,-0.01,0.00,-0.00,0.00,0.00
375.444,-0.07,-0.07,0.99,-0.00,-0.00,-0.01,0.00,-0.00,0.00,0.00
375.493,-0.07,-0.07,0.99,-0.00,-0.00,-0.01,0.00,-0.00,0.00,0.00
375.496,-0.07,-0.07,0.99,-0.00,-0.00,-0.01,-0.00,-0.00,-0.00,0.00
375.497,-0.07,-0.07,0.99,0.01,-0.00,0.00,-0.00,-0.00,-0.00,0.00
375.56,-0.07,-0.07,0.99,0.01,-0.00,0.00,-0.00,-0.00,-0.00,0.00
375.562,-0.07,-0.07,0.99,0.01,-0.00,0.00,0.00,-0.00,-0.00,0.00
375.565,-0.07,-0.07,0.99,0.01,-0.00,0.01,0.00,-0.00,-0.00,0.00
375.638,-0.07,-0.07,0.99,0.01,-0.00,0.01,0.00,-0.00,-0.00,0.00
375.641,-0.07,-0.07,0.99,0.01,-0.00,0.01,0.00,-0.00,-0.00,0.00
375.643,-0.07,-0.07,0.99,0.01,0.00,0.01,0.00,-0.00,-0.00,0.00
375.693,-0.07,-0.07,0.99,0.01,0.00,0.01,0.00,-0.00,-0.00,0.00
375.695,-0.07,-0.07,0.99,0.01,0.00,0.01,-0.00,0.00,0.00,0.00
375.696,-0.07,-0.07,0.99,0.00,0.00,0.02,-0.00,0.00,0.00,0.00
375.759,-0.07,-0.07,0.99,0.00,0.00,0.02,-0.00,0.00,0.00,0.00
375.79,-0.07,-0.07,0.99,0.00,0.00,0.02,-0.00,0.00,0.00,0.00
375.792,-0.07,-0.07,0.99,0.01,0.00,0.02,-0.00,0.00,0.00,0.00
375.838,-0.07,-0.07,0.99,0.01,0.00,0.02,-0.00,0.00,0.00,0.00
375.839,-0.07,-0.07,0.99,0.01,0.00,0.02,-0.00,0.00,0.00,0.00
375.839,-0.07,-0.07,0.99,-0.00,-0.00,0.02,-0.00,0.00,0.00,0.00
375.882,-0.07,-0.07,0.99,-0.00,-0.00,0.02,-0.00,0.00,0.00,0.00
375.883,-0.07,-0.07,0.99,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00
375.883,-0.07,-0.07,0.99,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00
375.958,-0.07,-0.07,0.99,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00
375.959,-0.07,-0.07,0.99,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00
375.96,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,0.00,-0.00,0.00
376.037,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,0.00,-0.00,0.00
376.04,-0.07,-0.07,0.99,-0.01,-0.00,-0.01,-0.00,0.00,-0.00,0.00
376.041,-0.07,-0.07,0.99,-0.00,0.00,-0.02,-0.00,0.00,-0.00,0.00
376.076,-0.07,-0.07,0.99,-0.00,0.00,-0.02,0.00,-0.00,-0.00,0.00
376.078,-0.07,-0.07,0.99,-0.00,0.00,-0.02,0.00,-0.00,-0.00,0.00
376.079,-0.07,-0.07,0.99,-0.01,-0.00,-0.02,0.00,-0.00,-0.00,0.00
376.156,-0.07,-0.07,0.99,-0.01,-0.00,-0.02,0.00,-0.00,-0.00,0.00
376.159,-0.07,-0.07,0.99,-0.01,-0.00,-0.02,-0.00,-0.00,0.00,0.00
376.161,-0.07,-0.07,0.99,-0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00
376.236,-0.07,-0.07,0.99,-0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00
376.239,-0.07,-0.07,0.99,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00
376.24,-0.07,-0.07,0.99,-0.00,0.00,0.01,0.00,-0.00,-0.00,0.00
376.277,-0.07,-0.07,0.99,-0.00,0.00,0.01,0.00,-0.00,-0.00,0.00
376.279,-0.07,-0.07,0.99,-0.00,0.00,0.01,-0.00,-0.00,0.00,0.00
376.281,-0.07,-0.07,0.99,-0.01,-0.00,0.01,-0.00,-0.00,0.00,0.00
376.356,-0.07,-0.07,0.99,-0.01,-0.00,0.01,-0.00,-0.00,0.00,0.00
376.358,-0.07,-0.07,0.99,-0.01,-0.00,0.01,-0.00,0.00,-0.00,0.00
376.36,-0.07,-0.07,0.99,-0.00,-0.00,0.01,-0.00,0.00,-0.00,0.00
376.435,-0.07,-0.07,0.99,-0.00,-0.00,0.01,-0.00,0.00,-0.00,0.00
376.439,-0.07,-0.07,0.99,-0.00,-0.00,0.01,-0.00,0.00,0.00,0.00
376.441,-0.07,-0.07,0.99,-0.00,-0.00,0.01,-0.00,0.00,0.00,0.00
376.476,-0.07,-0.07,0.99,0.01,-0.00,-0.01,-0.00,0.00,0.00,0.00
376.479,-0.07,-0.07,0.99,0.01,-0.00,-0.01,-0.00,0.00,0.00,0.00
376.481,-0.07,-0.07,0.99,0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00
376.553,-0.07,-0.07,0.99,0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00
376.555,-0.07,-0.07,0.99,0.01,-0.00,-0.01,-0.00,0.00,-0.00,0.00
376.556,-0.07,-0.07,0.99,0.01,0.00,-0.02,-0.00,0.00,-0.00,0.00
376.635,-0.07,-0.07,0.99,0.01,0.00,-0.02,-0.00,0.00,-0.00,0.00
376.638,-0.07,-0.07,0.99,0.01,0.00,-0.02,0.00,-0.00,0.00,0.00
376.639,-0.07,-0.07,0.99,-0.00,0.00,-0.01,0.00,-0.00,0.00,0.00
376.674,-0.07,-0.07,0.99,-0.00,0.00,-0.01,0.00,-0.00,0.00,0.00
376.677,-0.07,-0.07,0.99,0.00,-0.00,0.01,0.00,-0.00,0.00,0.00
376.678,-0.07,-0.07,0.99,0.00,-0.00,0.01,-0.00,-0.00,-0.00,0.00
376.753,-0.07,-0.07,0.99,0.00,-0.00,0.01,-0.00,-0.00,-0.00,0.00
376.757,-0.07,-0.07,0.99,-0.00,0.00,0.02,-0.00,-0.00,-0.00,0.00
376.758,-0.07,-0.07,0.99,-0.00,0.00,0.02,0.00,-0.00,0.00,0.00
376.833,-0.07,-0.07,0.99,-0.00,0.00,0.02,0.00,-0.00,0.00,0.00
376.835,-0.07,-0.07,0.99,-0.00,0.00,0.02,-0.00,-0.00,-0.00,0.00
376.835,-0.07,-0.07,0.99,0.01,-0.00,0.01,-0.00,-0.00,-0.00,0.00
376.872,-0.07,-0.07,0.99,0.01,-0.00,0.01,-0.00,-0.00,-0.00,0.00
376.875,-0.07,-0.07,0.99,0.01,-0.00,0.01,-0.00,-0.00,-0.00,0.00
376.876,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
376.953,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00
376.955,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,0.00,0.00,0.00
376.956,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,0.00,0.00,0.00
377.032,-0.07,-0.07,0.99,0.00,0.00,0.01,-0.00,0.00,0.00,0.00
377.035,-0.07,-0.07,0.99,0.00,0.00,0.01,0.00,0.00,-0.00,0.00
377.037,-0.07,-0.07,0.99,-0.00,-0.00,0.01,0.00,0.00,-0.00,0.00
377.112,-0.07,-0.07,0.99,-0.00,-0.00,0.01,0.00,0.00,-0.00,0.00
377.115,-0.07,-0.07,0.99,-0.00,-0.00,0.01,-0.00,0.00,0.00,0.00
377.116,-0.07,-0.07,0.99,0.00,0.01,-0.01,-0.00,0.00,0.00,0.00
377.152,-0.07,-0.07,0.99,0.00,0.01,-0.01,-0.00,0.00,0.00,0.00
377.155,-0.07,-0.07,0.99,-0.00,-0.00,-0.03,-0.00,0.00,0.00,0.00
377.157,-0.07,-0.07,0.99,-0.00,-0.00,-0.03,-0.00,0.00,-0.00,0.00
377.231,-0.07,-0.07,0.99,-0.00,-0.00,-0.03,-0.00,0.00,-0.00,0.00
377.234,-0.07,-0.07,0.99,-0.00,-0.00,-0.03,-0.00,0.00,-0.00,0.00
377.235,-0.07,-0.07,0.99,-0.00,0.00,-0.04,-0.00,0.00,-0.00,0.00
